author,content
玖伍贰柒,你工作很累很累和不哄女朋友完全是两件事啊朋友工作累就可以不想说话给别人脸色用这个拿来当不哄女朋友的挡箭牌吗女生大多时候真的只是心里情感需求想要你哄一哄觉得你是在乎她的心里是有她的女生嘛哄一哄就不生气了真正爱你的女生也不会乱七八糟在你面前作个不停男生要学着死皮赖脸一点在女朋友面前没啥子好端着的嘴甜是感情的润滑剂除非你真的是钢铁直男每次都跟她大讲道理使她失望至极学着张一张嘴吧别总是一副无所谓并且难为情的模样不然你就等着她跟别人过吧别问女生为什么会这样大多数女生都想要被哄着宠着是心理日常也别问我为什么知道这些因为我以前就跟你这德行一模一样后来头顶就冒绿光了
狒狒,如果你没有女朋友或者女朋友不是她你就不努力了吗所以不要把所有的原因都冠冕堂皇的加到她身上你的努力没有错错在你没搞清楚努力的源动力她说你没有哄她没有关心她也许只是想引起你注意想撒撒娇而已解决这个问题的第二步应该是让两人的步伐一致而不是一个忙得要死一个闲的要死
周周周,未来太远眼前你却不知冷暖
木槿,没钱成天哄着骗着也没什么意思挣钱才是重点然后攒够了钱买个房子安居乐业生个孩子体验做父母的感觉挣钱多只是更有安全感实际能吃的喜欢的衣服护肤品就那么些可怕的是每天都停不下来脑子里只想着挣钱
71Sy,你能问出这个问题说明你本身是觉得自己是没错的甚至希望大家说出你女朋友不懂事这类的话
柳筱尤,你努力工作真的是为了和女朋友的将来么那没有女朋友的人就不需要努力工作了么你能保证和女朋友结婚且不离不弃么努力工作从来都是为了自己好吧别说的这么崇高
阿噗老师,你说了别人不知道你没说你给了别人不要你没给你喜欢她但她不知道你不喜欢她还是那句你听的耳朵快起茧子的话她要一箱苹果你给一车梨有什么用她领你情吗她不领情你就只是感动了自己而已所以你就能发现那些渣男为什么总是能吸引到女生为什么她们明知渣男人品极差在一起注定没有好结果还是愿意一个接一个地去送人头为什么知道都是假话但还是信了因为渣男恰好给了她们想要的她们就想找个骗子整天带着她们一起做梦而已你女朋友就是这种典型她想找个牛逼的骗子你却急着做个好警察这样她怎么可能理解你
田林哥哥,我特别烦那些天天在外面忙东忙西然后回家就往沙发上一躺开始玩手机然后女朋友老婆问起来张口就说我是在为我们的未来我们的家奋斗你要体谅我呀这类话的男人你要是真是为了两个人的未来在奋斗就拿出奋斗的进度奋斗的结果出来不说每个月工资上交至少周末陪女朋友逛街买几套新衣服吃两顿火锅的态度要拿出来吧至少要把自己存了多少钱打算怎么分配啥时候给你换个手机啥时候买辆车之类的计划都说出来吧不然你说你每个月再奋斗没时间陪女朋友然后奋斗的钱都省下来装进自己口袋里了过几年一分手人家女孩子不仅美好未来没捞着连恋爱体验也一点都没有这就像是你谈了个女朋友她天天要你给她买化妆品买新衣服买健身房私教课甚至是花钱给她去整容却很少花时间跟你在一起关心你的工作和生活你问她为啥花这么多时间在打扮上而不是陪你结果她张口就说我天天打扮的这么好看不就是让你在亲戚朋友面前更有面子吗你乍一听好像无法反驳但是仔细一想她朋友圈里连一张跟你的合照都不愿意放天天在家里就是个抠脚女汉子模样一要出门就打扮的花枝招展也压根没跟你一起走访双方亲朋好友的意思你心里会怎么想你会相信她是为了让你以后在你亲朋好友面前更有面子才费尽心思打扮自己的吗鬼才信嘞所以说男孩子花时间努力奋斗女孩子花时间打扮自己其实本来都没错但是你不能张口就说我是为了你才做的你应该要体谅我坦诚一点我们做这些事情最直接最稳定的受益者只有我们自己而已你要真是为了对方才做这件事那么就早早地把你的态度和能给对方带来什么具体的收益给摆出来不要张口就来我是为了你为了我们的未来你骗得了别人也骗不了自己
萍萍,赶紧分手倒不是说她有多好而是你这样的思维太可怕道德绑架跟父母一个德行说话做事都打着为孩子好的名义如果你们结婚她的下场就是我天天在外面赚钱还不是为了你你连洗脚水都不端上来了至于你女朋友不管她这个人脾气如何性格如何和你分手以后至少她不用被道德绑架对她来说和你分手绝对有利
乐子乐子er,你不是为了你们的未来打拼是为了你自己打拼女方不是特别爱你她只是有自己的情感需求真好玩啊男的努力工作我是为了我们的未来网友女的真不懂事女的努力工作我是为了自己大实话吧网友女强人谁要啊男的女的麻烦死了那么粘人觉得女朋友配不上他男的女的那么高冷谁要当舔狗追不上女神所有事情一码归一码搅混水永远看不出真实问题在哪里
心理咨询师陈孝鹏,每个人表达爱的方式是不一样的每个人需要的爱也是不一样的你拼命努力的工作是为了去创造你们更好的物质基础这是你爱对方的表现好理解点就是你通过钱来表达你的爱如果你女朋友想要的爱就是给她花钱那么你钱给到位了之后对方并不会在乎你有没有陪她哄她关心她如果你女朋友相爱的爱是陪伴和关心那么即使你有很多的钱能够给到她很多钱那么她依旧不会觉得你是爱她的因为你确实没有给到她想要的爱感情不是讲道理的地方所以没法去讲一个对错如果你非要讲一个对错的话最后你可以讲赢了但是感情也输了最后也等同于输了呀所以不在乎谁对谁错就看你自己还想不想和对方继续相处相处了如果你已经不想要继续相处下去了那么纠结那么多去找一个你给钱就完事了的女人就好了如果你还想要继续那么谁需求谁改变尝试着给到对方一些想要的关心和陪伴吧说不定你即使少赚一些钱对方也是一样觉得你很爱她的祝好
Spontaneous,没有女朋友你一样也要努力工作不要道德绑架每天很累很累说明你的工作强度大部分正常人都不能接受另外一半工作强度分开对大家都好你有错最大的错是穷同时内心不够强大没有能力同时处理工作问题和感情问题说白了就是穷无能这个社会很现实不允许穷无能的人存在
宏桑,重点在于为了和女朋友的将来努力工作是否属实可能你觉得你的奋斗是为了两个人的未来可目前的客观事实未必如此从你女朋友的视角来看事情是这样的男朋友工作的收益目前的归属权是他本人而不是两个人共有男朋友花了大量的时间在工作上忽略了跟自己的相处两个人感情出现了隔阂你说女朋友应该体谅呀我放下剑无法保护你拿起剑无法拥抱你可是你怎样保证这个未来是共同未来而不是你的未来呢女生陪男生奋斗个三四年最后因为父母不同意分手相亲几个月后娶了别人的剧情还少吗在问题为什么很多男人用七八年谈一场无疾而终的初恋却能够一年就与另一个女人走向婚姻下我有个高赞回答是这么说的首先恋爱多年还不和你说结婚的男人从一开始就没打算过娶你其实据我观察男生在感情当中现实的要命在一部分男生当中他们也存在男生版本的老实人接盘只不过他们并不是玩够了找个老实人嫁了而是混出头了找个人资源整合一个年轻的男生有两个需求是特别强烈的一个是他们的野心一个是他们的性欲野心告诉他们你要利用好你身边的资源你要努力奋斗你要找到向上爬的捷径越快出头越好而性欲告诉他们你要找个女人你要找个能够填补你空虚寂寞的存在你现在太孤独了在这样的情况下一部分男生十分幸运正好找到了自己一生的伴侣两个人一起努力为未来打拼但是有一部分男生要么是因为客观的身边优质资源少要么就是因为心高气傲看不上身边的人他们现在谈的女朋友根本不是自己未来要娶的人所以他们根本就没想过结婚短时间找到一个适合自己结婚的条件好的女生做老婆和一个根本就没想过长久的备胎分手有什么问题吗虽然很扎心但是在策略上没毛病他们会选择在年轻资源还不够的时候先找一个女生稳定大后方专心打拼然后在打拼出成果之后把那个后勤大队长一脚踹掉扶一个现在和他门当户对的正宫上位如果你的男朋友和你恋爱多年都在结婚这件事上毫无实质性进展那么你就要知道你不是正宫你是后勤大队长从她的视角中开始偏向工作疏于陪伴的你可能只是把她当成了后勤大队长陪伴你度过年少一无所有的奋斗期你说不是这样的我真的想给她一个未来那么试着去用行动证明要么开一个属于两个人的共有账户把你赚的工资都存进去要么双方共同出资买一个房子你赚的钱用来还贷要么创业开一个公司收益都存在公司户头上划分好职责股份开或者直接点上门提亲结婚后钱都是夫妻共同财产如果你做到这个份儿上她还怪努力奋斗的你不陪她那么的确是太作了能做到你所奋斗的就是你们的未来做不到你所奋斗的只是你的未来至于她是否存在于你的未来里未可知数从她的视角来看你越来越不愿意付出时间了共同未来的概率也就越来越低了都是成年人了就别打什么空头支票了当然我同样鼓励女孩子不要过于依赖感情把未来寄托在某个特定的人身上他奋斗的时候你也找到自己的一方天地共同成长如果感情好就一起往下走他变心了你也可以坦坦荡荡带着更优秀的自己离开不要以为无悔付出青春他就会对你真以上希望能帮到你我是宏桑一个心理咨询师同名公众号宏桑欢迎关注
是你银子哥,错很错大错特错你想干嘛你说你为了跟女朋友的将来我们姑且认为你想娶她好那你的终极目的是什么如果你的终极目的为了跟她过上好日子而不是跟别人过上好日子那你因为忙碌导致猜忌感情下降导致争吵最后的结果只有分手既然分手了你赚再多的钱也没有意义了那你在这瞎忙活啥呢赚钱没有错但是你赚再多钱达不到自己的终极目的何况你说你很累很累我觉得你未必能赚到很多钱赚钱靠脑子人的精力是有限的合理的利用精力才能赚很多钱而不是天天透支的跟死鱼一样我并不是说你赚钱不重要毕竟没有钱她最后也有可能跟你走不到一起但是如果你维持现状用不了多久你们的感情就坚持不住了精力其实是可以分散的钱其实是可以少赚的如果她是你的目的你应该为了目的去努力而不是所有的努力为了铺路就像下棋一样你的目的是为了将军而不是为了杀车马炮你杀的再多最后被别人将死输的人是你就像攻克别人的碉堡你的努力你的英勇固然值得赞赏但是你炸不掉碉堡那都是白扯别人放个屁把碉堡给崩了那他才是大英雄我只要赚很多钱就可以把她留在我身边我赚很多钱就是为了跟她过上好日子道理没错那要多久呢一年两年三年五年还是十年每天都要这么忍受着鬼他妈知道你到底是为了赚钱还是为了娶她鬼他妈知道你有了钱会不会换人鬼他妈知道你需要多久人心隔肚皮呢兄弟你的想法没错但是你的行为在证明你好像不那么在乎她你嘴上说的跟你实际做的有矛盾那生而为人我们都是相信行动而不是语言因为人是会撒谎的人是会变得我们换个角度你爹你妈在你小时候天天忙着赚钱没时间去管你在他们看来赚更多的钱才能让你过上更好的生活而在你看来你觉得他们一点都不关心你你好像不是他们的孩子你不是一样因为你父母不关心你产生负面情绪么这还是有血缘关系哩而你女朋友仅仅是你女朋友不知道哪天说分不就分了么没有保障人家闹腾很正常你看那些结婚的为啥闹腾的就少呢因为作为老婆她知道男人赚钱是为了孩子为了她为了家所以少一些关心她可以理解你女朋友闹腾是因为她希望得到一个保障而不是一个嘴炮人人都会发誓那管个屁用因为这种蠢事我也做过我想赚很多钱给她就忽略了她最后就分手了呗这就看你了人重要还是钱重要你说你小时连轴转我不信你肯定能统筹安排肯定能分散出精力无非一月一万变一月或者钱可以少赚因为你的余生有的是奋斗的时间人走了想回到过去那你只能听周杰伦的歌了到时候钱你赚了开着玛莎拉蒂去找她她孩子都八岁了你是人生赢家有些遗憾钱是弥补不了的你想她站在你的立场想问题可以啊你怎么能保证你说的话呢你说是为了她去努力万一不是呢你怎么保证你拿啥保证你说她不相信你人就一辈子拿来赌你这句鬼话你怎么不站在她立场考虑考虑呢
但丁,有一个问题一直梗在我心里一直想问问各位你们是怎们能做到在没钱不知未来的时候心安理得地谈恋爱之前有个小哥我很喜欢他跟我说他相信和我在一起会有很好未来希望我之后能跟他在一起甚至一个领域他说了句让我感动到现在的话我一定要把我所有的面试经验都教给你让你进我们公司他们公司是非精英不能进的某行业龙头进了这行我就是知乎平均水平以上他那么笃定说实话连我自己对自己都没那么笃定他那么美男生那么美也需要钱和爱来支撑的而我那么穷也没有时间未来不可知真是忍痛放手了因为不舍得让他和我一起忍受我的生活煎熬如果那个时候我有钱也确定了人生方向我一定不会放手你们是怎么做到在一穷二白的时候还有底气恋爱的恋爱本来就是件很奢侈的事没有实力时候的恋爱本来就是充满了各种问题为什么可以做到心安理得地奢侈然后心安理得地认为这不是自己的问题你所有的你错了还是她错了归根结底就是一个原因你在不适当的时间高消费了一个奢侈品因为支付不起它所以左支右绌如果你真的爱她就要替她考虑在你身边到底是不是委屈了她而不是只想着自己的情况要她配合要是只是想要解决性欲问题可以不用恋爱这个名义来进行的
杨斯文,试试回家后躺她腿上脸朝下说话她会痒的那种
书孰鼠术,不要没事就给自己的立场上价值好么你努力工作是为了女朋友的将来这要是分手了你就不努力工作了还是你会继续负责她将来那你要这么说你女朋友也在为你们的将来努力工作啊同时人家还在关心你积极跟你沟通就我觉得吧有分歧就说分歧没事就抢占道德至高点这种人不可深交更别提跟谈恋爱了这边建议女朋友跟你分手哦
leyangb,是为了你的将来还是和你女朋友的将来
佳佳佳c,什么叫为了和女朋友的将来努力工作你没有女朋友你就不努力了吗你努力有结果了难道是对你女朋友有好处吗哄不哄什么的有没有错我不知道你累就直接说是因为自己需要努力工作不好吗
kun yu,你没有女朋友你就不工作了么你这句话敢和你老板讲么
2018的夏天,我感觉知乎每天都有类似的问题在热榜上就是关于男女之间那些事男女矛盾的确是流量大血包男女矛盾的激化互联网可是下了大力气的其心可诛知乎也不能免俗男女根本矛盾在我看来是阶级矛盾的转移不解决贫富差距问题这问题无解而互联网又激化了这个问题
Wingfo,你赚大了朋友为了和女朋友的将来努力工作的回报主要还是自己换个女朋友也影响不大你努力的回报跟她未必有关系跟女朋友少相处她没有安全感那你的努力就越来越跟她关系少那她亏大了
自定义,逗比为了和女朋友的将来如果是小姑娘听这句话估计都没法反驳我只觉得开玩笑
觉悟者恒幸福,永远不要相信一个人嘴上说的和手上做的能事与愿违
金刚菩提电光波波,没有错啊不过你好像说错了你是为了将来的女朋友努力工作不是在为女朋友的将来努力工作哦
国士九颜,说句实在话我理解你的委屈我也明白你女朋友的委屈接下来我们先不要着急去忙着批判我们换个视角看一下在你女朋友的视角当中这都发生了什么我的男朋友对我的态度越来越冷淡之前还会经常陪着我但是现在连电话微信都不怎么回复我了他说他在为我们的未来打拼可是他一定会娶我么好像也不一定我现在还是他的女朋友我连家长都没有见过我甚至怀疑他的爸爸妈妈知不知道我的存在如果他现在买房的话也算是他的婚前财产和我也没有什么关系好的好的就算不说这些物质层面的事情我就说精神层面的我找了一个男朋友我不求什么房子车子我也不想要大富大贵我就想让他每天陪我说说话周末陪我逛逛街让我感受到一部分陪伴的感觉他都没有做到我为什么要找这样的人呢你发现了吗你的视角下和你女朋友的视角下这件事是截然不同的两个版本我知道你可能很爱你的女朋友你也十分不解为什么对方不能理解你反而要在你在为两个人的未来打拼的时候还要这么折磨你但是我们有一说一其实你不得不承认一件事你的奋斗成果如果你想要换个人你完全可以做到的所以在这个视角之下你是很难说服对方完全接纳你这个说法的因为在对方看起来你是在让她出让现在的幸福去换未来未必属于自己的幸福我们对于这样的行为有什么说法呢两个字画饼当然我也知道你还是很爱你对象的我说这些也不是为了给你扣帽子而是帮助你更加理解你对象的想法只不过我想说的是我们在感情当中或许可以做的更好一些让对方心里更舒服一些其实有的时候我们陪伴对方的时间真的用不了很多我给你说一下我的情况我每天除了写文章还要答疑还要做咨询有的时候还要拍视频可以说我是一个没有假期的人我每天都要工作到很晚但是就算是这样的情况我至少每天还是可以抽出来一个小时的时间和另一半聊聊天之前恋爱的时候可能是微信或者视频通话现在在一起了就是回家一起躺在沙发上看一会剧我觉得既然我们选择了一段长期关系就要承担起来这个关系当中的义务和责任我知道年轻人是要拼事业但是我们打拼事业的最终目的还是为了给我们心爱的人一个更好的生活如果我们打拼事业的时候冷落了另一半让对方感觉到了被忽视和难过是不是我们本末倒置了呢如果说你现在真的走不开那么我觉得至少给对方一个交代和一个规划可能你现在觉的谈婚论嫁太早但是我们至少可以选择进一步推进我们的关系可能是同居可能是带着对方去见我们的父母这个方式方法根据你们两个人的习惯自己定我觉得不管是什么形式最起码要有因为就像我说的虽然你一直说为了你们的将来在努力但是客观情况上来看对方未来的这些收益并没有一个明确的保障所以对方有不安全感是很正常的毕竟我们说句难听的五年之后你功成名就了想要换人你还有大把的小姑娘供你选择可是她可能因为年龄上来了在婚恋市场上处在了一个劣势地位不得不承认这样的情况是真实存在的不是不会发生的所以我们要给对方一个交代要给对方一个定心丸这个形式供你们自己选择但是一定要有以上我希望通过我的回答你能够理解为什么你的女朋友会在这个问题上表现的那么不懂事我希望你能够明白她究竟在想什么而我也相信像你这样靠谱上进的男生是能够把这件事处理的更好的问题不大好好沟通解决就好你们最大的问题就在于没有互相理解把话说开了就好了以上我是能靠颜值非要靠才华的国士九颜我想用我的文字让每个人都拥有爱与被爱的能力
宇雨渔鱼,感情不去维系何必还谈什么感情呢难道就靠那点儿初遇时的冲动和刚刚确立关系时的新鲜感爱情之所以靠不住就是单凭荷尔蒙搞事情你们互相都没有体谅对方过家家呢
心开纸样设计,什么叫为了女朋友的将来努力工作别把自己说的那么高尚应该是你整天不知道在忙啥又没见你忙的有啥收获回家又懒的一批所以才惹女朋友不高兴
Anna,可是你有站她立场想吗你努力工作是对的可是就算没有她你也一样需要努力工作才有好的将来而这个未来有她没她不一定而她现在和你相处当然需要你现在对她好对她温柔体贴将来如何谁也不会知道而且现在可以说工作累没时间没精力照顾她的感受将来会不会也是一样呢婚后需要花销更大的时候是不是也要工作赚钱不管她的感受呢将心比心你也该站她立场想想
菲菲菲,你努力工作不是为了她是为了你自己你现在或者将来换一个女朋友也不影响你通过努力得到的美好生活你努力工作没啥毛病但是没必要说是为了女朋友如果你想继续的话可以跟她好好沟通一下如果她需要的是一个特别黏糊的男朋友的话你们再继续下去也不会很妙毕竟节奏完全不合拍
Monster,你要分清你们的立场你站在你的立场上你觉得你每天上班很累很累而你也站在你女朋友的角度想想她需要的是什么她应该也不想你每天上班很累很累他也希望你可以轻松一点她就是想希望你陪陪她一起看会儿电视聊会天两个人在一起你每天就是上班回家睡觉那这和你一个人过有什么区别呢两个人在一起需要相互包容相互理解有时候你觉得她不好的时候你们可以站在互相的角度想想或者你们可以相互之间把问题提出来这个问题要肿么解决才能让两个人在一起更长久
runner time,有错因为女方要的是一个既有钱又很闲的男人显然你不是建议分手
张鸣,有错同样的说法爸妈为了赚钱养家每天都很累很累孩子却说爸妈从不关心他不在意他不在乎他问父母有错吗我的观点有而且少特么道德绑架这社会是怎么了是不是有钱就行作为人的情绪思想呢还是说在残酷的成人世界里没有这些玩意这些个玩意都不存在了是吧大家难道都是没有感情的机器人吗还是说自己把自己逼成机器人人话否
