author,content
匿名用户,看到这个提问才知道老们都选择退赛了大饼好像是淘汰之后就说过不会复活的但这个节骨眼退时机还真微妙后续又要引发一大堆阴谋论了粉圈真可怕哈看吧刚说完就有来杠的我可没扯过队长和选手也没给节目组洗过一分一毫啊还是那句话粉圈真可怕以及你杠你对哈哈哈哈哈哈哈看完复活赛我喜欢的选手没有复活难免有点失落然后看到这题答案更新了忍不住看了一眼结果就神一般的某家粉丝真的实在看不下去了为什么要攻击舞者编舞师跳的不是街舞吗编舞师不管在谁的战队都是他自己跳舞自己编舞他又不是跟你们队长学的街舞人家能走到复活赛就是有自己的实力期比赛充分展现了自己的编舞能力哪怕硬着头皮去掰头气势也一点没输而这家粉丝从第一期开始撕到最后第二期这到底是一种什么样的精神啊骂完队长骂节目组骂完节目组骂选手各种找事各种粉圈互撕我并不是黄潇他们队长的粉一票也没有给黄潇投过我捞的一直是自家战队的队员但是对黄潇我是非常瑞思拜的他的丹青是我本季最喜欢的舞之一今天的掰头结束廖博说的那些话希望你们每一个人都去听一下有些事情你们不知道但这些事你们都应该知道你可以不喜欢但你没有资格去诋毁任何人节目进行到现在每个选手都付出了你想象不到的努力凭什么你们轻易就一句皇族一句内幕就抹杀了别人全部的心血节目组没有排挤你们全世界也没有与你们为敌是你们自己一开始就把自己放在世界的对立面一整季了多少街舞圈内的人士都在说齐舞也是街舞也是街舞编舞更是街舞不可或缺的一部分但还是有那么多小聋瞎不停的刷这不是街舞这是现代舞请问你们是人均冠军还是裁判现代舞的门槛有多高麻烦了解一下再开麦谢谢一个个不知道哪里来的优越感退一万步讲会跳舞跳得好的也只是你们的队长又不是你怎么每个人都好像自己拿了几个冠军了一样连队长也没有点评过哪位舞者跳得编舞不是街舞是现代舞吧不是弹幕都刷公平公正又专业么怎么自己队长此时此刻不够了吗请你们停止攻击舞者给所有参赛者包括四位队长和支持他们到现在的粉丝们一点点的尊重
羡青山有思sofia,谢邀各有原因吧相信大家也看过部分放弃复活赛资格舞者的微博和互动怎么解读见仁见智未知全貌不予置评
yang,挺不好的并没有显出不去的人多么高贵而且在这个时候宣布不去早不宣布反而突出了这个外表本来应该很好的节目现在变得不好了直接撕碎了一起拉低降低街舞节目对大家也没什么好处毕竟你们也去参加了现在确如此嫌弃它感觉这节目像谁都不想踩不想粘上害怕自己粘上的狗屎一个舞者自己都嫌弃的节目还指望外人来看还什么一堆为爱而战的口号什么热爱街舞嫌弃街舞节目受伤害最大的难道不是街舞街舞赢了才是大家赢了不要陷入明星粉圈的争斗人家是明星街舞的倚重没那么大队长年年换街舞换不了粉丝说什么管他呢
用户名FQ,我去投自己比较喜欢的舞者是想为他她能再次站在舞台上出一点点力仅此而已舞者从自身角度考量不参加复活也尊重他们的选择毕竟参加比赛也挺累心费力的他们觉得这样那就希望他们能一切顺心加油
君816,尊重退赛的舞者但是讨厌一些阴阳怪气说有内幕的人腾仔拿过多少世界冠军他进决赛也是实至名归不服就上场比啊你自己放弃资格又在那里酸别人
晴天魅,看到某些匿名回答说自己不是粉丝的忍不住单开个回答你说自己不是粉丝那你匿名什么攻击别的队长干嘛强调半天街舞就是我简直无语了难道街舞没有齐舞比赛么齐舞比赛的冠军不是冠军非要纠着黄潇不放你搞清楚这街里面多少选手跳没街舞比赛有有齐舞你想看去看比赛就行了知名赛事那么多产的大神也多还不够你看么跑来看综艺节目干嘛嘲讽街舞这就是编舞的你觉得你队长家的大神有多好的体力可以一直啊节目时长怎么办到时候估计又要说节目是这就是了回到正题我尊敬每一位参加复活的选手为了自己所爱的街舞全力以赴即使失败也没关系难道这些选手们参加前不知道自己的胜算么但是为了那么一点的可能性去努力值得每个人尊敬也对的起每一个辛苦帮他投票的观众对于不去的倒也人之常情毕竟好不容易到今天的地位但是我觉得如果成了就开始瞻前顾后爱惜羽毛会不会其实就加速了自己的衰落如果你都没斗志了就会越来越快的被有斗志的新生代击倒从嘉尔队一开始组建大家都不看好到他们杀出的这一路们没有感触么再过不久大概也就剩个的名号了别人心里到底你多少谁知道呢顺便想想这几个有的人不是没在节目上过拿过几分不过是没人盯着去盘点一下罢了反正观众也不专业就说其实很牛呗评委不懂所以真的杨凯太牛了这才是我心中牛逼的虽然我是张艺兴粉丝但是我真的希望你可以拿冠军都进奥运会了值得一个冠军
爱上一个best mak,谢邀人家也是有生活的比如活动和教学我们以为淘汰是上周的事情其实可能都不止一个月了这个其实没什么吧尊重老师们的决定就好这就是个综艺没必要太较真儿我们只看到了节目组想让我们看到的如果大家真的喜欢就多看几遍各位老师的舞台和舞蹈对了最后要了解一下吗老张联合各位大神举办的街舞比赛有会跳舞的小伙伴别错过
匿名用户,街舞开播到一半总导演陆伟做了一次直播对于外界认为齐舞太多导致选手个人不鲜明他回答今年赛制确实是比起前两季的进度今年的选手特质要更往后面才能显示出来当我看到几位选手放弃复活觉得事情的发展与导演设想的规划是事与愿违的前面有答主说估计有些选手看了昨天黄潇的两个热搜才临时退赛黄潇的不遗憾就是另一类选手的遗憾另一个答主说不要内涵参加的选手能入围的都是凭实力进的两位都有道理但我更倾向第一位不存在内涵这就是赛制上的不足赛制内赢的选手没有争议不需要但是并不等于赛制没有问题这是两码事不能放到一起说如果节目事先宣布规则愿者报名我觉得任何赛制都没有问题当然节目为了区别与前两季的新鲜感惊喜感临时备战的紧张效果不会提前宣布同时细节确实有很多遗憾选手的遗憾是必然的如果我是他们也会放弃
heyi8788,个就进个选手们有其他考虑也可以理解吧投票只是给他们一个可以复活的机会愿不愿意复活还得看他自己的日程安排这不过是个综艺
匿名用户,明明就是舞者自己不参加怎么有人还能扯到队长粉丝粉圈了搞不懂说别人没有跳出粉圈思维你自己何尝不是呢说到底就是节目有问题别给节目组找借口了一个这么搞没什么个个个都这么搞真的不是巧合
小尘尘,我觉得还是规则没定好的原因吧就像别的回答里说的参赛之前就要明确说好有复活资格不得放弃或者事先在合同里保证之类的条款没有这些约束光说这些放弃复活的人不厚道不提前说是没意义的没有实质性的约束节目组就要提前想好怎么应对这种主动放弃的情况之前不是说一个战队一个复活名额吗我搞不懂了
85号的小摩托,因为太忙了所以我才看到送椰子那一期其余的都是看的一些片段也看到大家之前一直在号召投票投票名单一直在变化我也没搞懂就有时间的时候投一下个人比较喜欢的公孙无名和大婷没想到最后他们没有去有点小遗憾不过还是尊重每个人的选择也不要太过于讨论这件事给舞者带来压力我们一起期待总决赛吧希望我有时间看惨兮兮
老王酱自有喵计,这不是很正常吗小宝之前在微博说不去是不想陪跑这不是扯淡嘛你要是怕陪跑去参赛的时候你看到布布看到张建鹏这些人的时候你就应该退赛了啊这个圈子不大啊谁是什么水平不知道吗难道说你觉得你轮能打得过布布还是说你齐舞搞得过那为啥之前不退复活赛退了呢说白了就是目的已经达到了啊不是所有的舞者都是奔着冠军去的大部分人还是想要个展示自己的舞台想要一波知名度现在这知名度已经有了何必再去累死累活的复活呢即使是复活了冠军又拿不到作品又炸不过对自己有什么好处所以为啥要去复活
亦辰,小宝第一年就阴阳怪气易烊千玺今年又在这儿内涵节目组不明白为什么要给他镜头
丫丫的小甜甜,退赛要像大饼林梦提前说你不参与复活结果出来了再退赛只能呵呵了
小饼干,其实复活的话下一局决赛也没什么意思老拿过的奖无数这街这种比赛除了留下好印象好人气好作品恐怕也不是那么在意争冠军的事了决赛也不能去做个人作品展现个人的东西大乱斗对于也是鸡肋而且有在难以在中胜出吧留下高光时刻挥挥衣袖江湖再见已经很圆满了
北国之春,这不是街舞这是齐舞
坂田智子,理解但是内涵积极备战的选手大可不必什么叫内定难道不是正儿八经的掰头还有阴阳怪气节目组的某选手好走不送
匿名用户,喜大普奔退赛的还有小宝我给每个人微博点赞加真心祝福以后继续支持型的全国冠军世界冠军会因为齐舞不齐而被淘汰擅长编舞齐舞的选手因为首次懂音乐能卡点有新鲜感而热烈获赞会卡点不应该是编舞师职业基本要求吗现代舞编舞的高度忽然被捧上天还有各种扯不清楚的事不要跟我瞎掰上两季也是齐舞以前进是单人没有队内分组淘汰没有人大齐舞现代舞色彩太浓厚的作品在被礼貌点评后大概率被刷下来不要跟我说去年来福也是编舞师让今年十强里的编舞师能跳得跟来福一样水平再说更别说以前也有人放弃复活上季才人放弃对比人数名气地位实力根本都不一样是有震动的不然干嘛好几个自媒体要同时发文致敬接力参加复活赛的人维稳呢大哥你们怎么不反思自己在半决赛落败时有的说自闭了有的猛替他拉票是被人评审团票选落败的不是被队长选淘汰的这时候你们又不瑞思拜赛果了世界冠军被淘汰时你们说什么了吗放弃和参加都是舞者自由选择的权利懂不懂今年赛制比上两季有太多不合理对斗舞型选手非常不友好没错街舞要开放要融合但这不是你用齐舞融合舞淘汰太多高手的理由敢不敢一直齐舞不搞很明显今年是齐舞和单人作品的比例失衡了不过今年更懂商业运作为了招商和做大产业链收编了很多自媒体带舆论又多了流量队长特别是张艺兴粉丝为了支持偶像拼命给赛制站岗大家都是观众各说各的干嘛我一批评赛制就说我是人家粉丝专业国际街舞大赛不比编舞张艺兴老师也是靠和实力拿的世界冠军望你们周知幸好在真实世界里还有舞蹈风暴舞林争霸的存在里面的街舞是优质街舞并且有编舞齐舞单元赛制里面的融合舞现代舞可以吊打这就是街舞三里不少被吹捧的现代编舞反正我就是非常高兴为爱而战载入史册说一千道一万但是顶尖选手甩手不陪跑了建议营销号搬一个热搜街舞实力选手纷纷放弃复活最好节目自己搞流量不外流
倔强的猫,想退赛就退赛呗又不是什么重要的赛事很多选手不都也说了吗淘汰了并不意味着能力就不行不以输赢论英雄这是综艺综艺有综艺的赛制
匿名用户,复活赛像个笑话或者说这不是街舞这就是笑话粉丝像笑话投了将近三个月说不参加就不参加舞者像个笑话根本不可能一开始就不打算复活绝对是临时决定的准备好节目没表演的是个笑话没准备硬拉着上的也是个笑话个人认为被劝退的概率也不高大家来是为了涨课费这应该是大家公认的真的吐过一个节目涨多少多少死忠爱屋及乌投票如果有矛盾队长为先我觉得大家心里还是有谱的至于这个事儿我没看一地鸡毛号晚上十一点半到第二天早上七点大概是涨了万本来现代舞和街舞就撕的不行毛巾这个事儿不撕都对不起我看了这么久的所以是个笑话嘛今天的直播更搞笑哈哈哈哈看了几眼退出来了我觉得廖搏应该很尴尬哈哈哈好主持的编剧上烂摊子他上一水的没准备哈哈哈哈哈哈节目组翻车了吧话说复活赛不用比也不用直播大家都直接结果一味的想创造历史图新鲜贪流量队长很好贪的粉丝热度总之干的漂亮
在你声音中沉沦,我看了一圈回答小宝说就是复活了也打不过排齐舞半个月的我真心觉得这就是街舞还是改名这就是齐舞吧这样比较合适点怎么到总决赛了还只是跳齐舞呢弄得掰头像是偶尔的点缀弄得人舞者都不愿意来参加直接退赛搞什么呢早说都是齐舞我就不看了憋屈了两个月就为了看掰头的结果零星一点点耍人玩啊
zhibeiwang,建议先了解去年第二季复活赛评价比较差这就是街舞第二季复活赛公平吗支持并佩服我投毛巾纯粹支持舞者不认为他们在遵守合同以外还要勉强迎合不合适的综艺今年赛制一言难尽偏向性太强很高兴自己欣赏的舞者不去趟浑水抬轿子他们最差的也拿过全国冠军在综艺陪跑不值得其实第二季复活赛场地和规则就很差有都不想跳无奈人气太高不想让粉丝失望才坚持我都替他不值这一季更觉得没必要能爽快抽身很好
匿名用户,看看开嘴炮内涵复活赛的都是谁家的没错就是那一家
彩虹马,很多人认为这些舞者不去的话应该早点说免得浪费观众的投票我觉得很有可能他们也只是经过昨天的两个热搜后临时决定的昨天的两个热搜真的是对其他七位复活舞者极大的不尊重黄潇这个不说了爱买就买吧与其他人无关这就是街舞复活名单这个真的是奇葩我点进去翻了好久就没有看到复活名单这个名单不是应该置顶吗然后前面一水儿都是在安利黄潇的再就是看到黄潇粉丝张艺兴粉丝和王一博粉丝在撕话题全都围绕着黄潇就看不到其他复活者的名字好不容易夹缝里能看到王一博粉丝发的复活名单截图让大家祝福所有复活舞者估计是王一博粉丝质疑了节目组因为黄潇票数在最后反超了杨文韬就捅了马蜂窝了被按在地上摩擦张艺兴粉丝各种黑称及其他事情问候队长及粉丝黄潇粉丝就高贵了我们投票都是看实力你们就是看队长各家粉丝投票肯定都是投的各自战队的舞者也不独独是王一博粉丝这么投别说观众了大家还记得粉丝其实也是观众吧半决赛中那些队长发言哪个不是说自家的孩子最漂亮还记得你是我的宝贝你是我的男人吗王一博粉丝反驳你们可闭嘴吧哪有你们发言的权利粉圈恶臭给我躺平挨骂真的是一地鸡毛其他复活舞者看了会怎么想合着我在这个舞台付出这么多都没有观众是因为我自己投票的只是因为队长而爱屋及乌在这个复活名单里我连个名字都不配拥有是我我肯定不想回来不想卷入这是非圈另外想再提一句各舞者离开舞台时的反应黄潇离开时说了很多行了大礼他有此反应是正常的他在这个节目真的收获了很多节目组的赛制对编舞师真的是太友好了齐舞占据了绝大部分只是偶尔点缀一下他本身编舞又厉害期节目他录了期留下多少好作品可以说他把自己想跳的基本都跳了把擅长的发挥到了极致还收获了这么多观众喜爱在期的半决赛还尝试了人生第一次基本没啥遗憾了可以说作为一个编舞师他已经圆满完成了他的任务后面的决赛更适合型舞者当然了如果节目组改赛制决赛也比齐舞那就另当别论所以很多观众觉得他淘汰意难平他现在也要参加复活赛了不知道最后能不能晋级我是觉得你让一个跳的才刚刚经历了人生第一次的编舞师参加决赛在那么大的舞台那么多观众面前和那么多大神轮真的好吗有黄潇的不遗憾也有很多舞者的遗憾很多型舞者根本就来不及展示自己的长项一直在跳自己的短板齐舞背后付出多少我们不清楚他们还没能留下展现自己风格的作品就遗憾的离开舞台了观众甚至都叫不出他们的名字他们离开舞台时是意难平甚至他们的很多发言也被节目组剪掉了
michellemimimi,妈呀节目组好会玩好尴尬醉了
正在发光中勿扰,舞者们不愿意来卖命参加复活赛的原因其实就一句话不懂得尊重舞者的节目组是不配得到舞者的尊重的不论是第一季还是第二季都没有经历过舞者们近乎于抵制的大面积发声如果硬要比较热血街舞团播出的时候也被舞者们这样绵里藏针地怼过一次我不和其他任何一档节目比我就和这之前的两季比较就足以说明节组飘和傲在哪里镜头第一季街舞和热血播出的时候很多专业街舞号就公开呼吁过齐舞镜头正面直拍不要左右乱切最大限度保留舞蹈作品完整性和沉浸体验本季非但没有保持以往传统反而把舞蹈当成了韩式综艺在齐舞当中简单粗暴切换导师的反应镜头破坏了舞蹈的完整性和观众的体验感对作品的不尊重这是第一不尊重删减了大量舞者排舞过程第一二季这街都有详细拍摄剪辑过各个齐舞的排练过程以介绍选手们的创意和辛苦为主第三季在作品数倍于前季舞者们数倍辛苦于前季的情况下呈现的镜头非但没有增加反而被粗暴的删减删减了舞者们的发言和淘汰在第一二季为淘汰选手制作的这一季不再出现舞者们被淘汰时的感言除了个别人有镜头之外很多人甚至被剪得只剩一句话比如大婷比如腾仔对舞者的不尊重这是第三重不尊重过于奇葩的赛制过于奇葩的赛制让太多选手缺乏施展空间而草草淘汰比如昨晚复活赛才第一次展现自己个人出色能力的巴里斯比如专注当人肉柱子而被淘汰的大饼正是这样奇葩的赛制才是造成喜欢舞者的普通观众和导师粉丝对立的根本原因而舞者和导师原本应该是双赢的局面还有对导师的不尊重过于垃圾的剪辑过于垃圾的剪辑让晋级选手缺乏成长主线情感塑造而空洞不堪这就是街舞的精髓从来都是在舞者连舞者都不给予镜头和尊重凭什么觉得观众会喜欢舞者会支持对观众的不尊重这是第五重不尊重我从来都不认同这街有所谓内定和黑幕但是导演组对观众对导师对舞者对街舞本身都失去了尊重再加上导演稀烂的掌控赛制和流程的能力造成这在舞者心中失去了口碑们集体发声不来参赛其实我觉得挺解气的想告诉忘却了初心的导演组一句话没有了舞者这就是街舞什么都不是
匿名用户,我估计一些每天刷满毛巾投票的人看到这个情况会气死吧我早就放弃了所以现在不是很难过这个节目到第四期我就有点不想看了要不是王一博还在上面真的早就弃了不回来就说明这舞台对他们没啥可留恋的也不能带来更多好处最后不是为战队而战了而是争出来一个冠军既然知道自己没戏为啥还要花费那么多心血去准备他们本来就不喜欢齐舞
