author,content
波哥永不加班,不要难过现在在学校里经受的失败那都不叫失败以后出了校园进入社会当你找不到工作付不起房租找不到对象买不起房子看不起医生不敢回老家的时候才会体验到什么是真的失败所以没什么好难受的以后的路还长着呢刚进大学的时候绝大部分人都是啥都不懂的二愣子在一堆二愣子中间稍微有几个把脖子抻得长一些的就容易被老师和同学们觉得有能力能干事儿不过现实点来说就算当了班委进了学生会许多人也就是干个打杂的帮老师打打下手给学长学姐当当跑腿要说真的能锻炼到能力还不如花时间找个实习并不是说学生会一点用处没有在校园里这是突破班级圈限制让你接触到全校同学老师的一次机会但是想着从里头学到多少对以后工作有帮助的东西真挺难的因为你会发现社会的运作和你想象的完全不同校园内的很多规律出了校园就不好使了比如在学校只手遮天的校长老师教员出了校园其实啥也不算也得给更大权势的人当舔狗比如在学校里的学生会长社团老大拥有优先交配权的风云人物出了校园一样进格子间成了社畜反而是那个其貌不扬的小胖子家里拆迁分了三千万老爹是开公司的聚会的时候被人疯狂敬酒不过遇到这种问题首先还是得找找自己身上的问题是不是自己表达能力不够强是不是自己胆子还不够大是不是自己缺少一些自信心找到问题所在想办法弥补上去找机会创业实习做生意不要去发传单就算摆地摊也比发传单强好好看书好好学习大学里的成绩一样重要等到毕业面试的时候你才会发现这一点别人混日子你不能混日子因为你家里没矿高考是人生的分水岭大学的四年时间更是未来你会发现这四年的时光是你人生中唯一一段最自由的时光只有在这四年里你才能最无拘无束的学自己感兴趣的东西别拘泥于自我成长的某种固定形式更应该想想自己到底想成为什么人
高途校招一哥,谁都有失败的经历内心难过也是正常但是一直萎靡不振陷入自我怀疑的泥潭是不可取的先处理好情绪然后开始解决问题竞选班委学生会对你来说多重要成为班委或者加入学生会能给你带来什么如果你的答案是一定要进入那你就着手开始想办法解决是否有机会再次竞选是否有其他方式可以再得到一次机会自己主动出击挑战失败在哪里跌倒就在哪里站起来如果经过深思熟虑权衡利弊之后班委学生会对你来说也不是那么重要的话那么你将会拥有更加广阔有趣的世界此处仅代表我个人观点求生欲专心学术搞点大创做点试验发几篇论文保研不就稳了上个网课学点技能做个斜杠青年不好吗搞个新媒体号玩玩万一火了不就可以恰饭了不是早睡早起不脱发健身房举铁八块腹肌它不香吗早日实习提前拿到大厂早就业不美滋滋吗反正班委学生会进入社会也不一定能说明啥呢咋就那么难受呢我没有阴阳怪气
张茜,可能也说明不了什么据我的经验我刚上大一那会儿军训完之后开始回学校上课竞选班委的时候大家最认同的人选是在军训里和自己比较熟悉的人或者比较外向的人有时候稍微沉默的人我是觉得更适合做班级领导人的但是如果从一开始他就没有被选择和认可之后再竞选的时候优势就更低一点不是因为你的能力不行是大家没有看到过你的才能没有被展示过这其中也存在一个马太效应吧就算选上了也确实不代表优秀的程度有时候觉得挺无力的最近在算综测听一个商业培训的讲座也能算到你最终的评价成绩里不管你是否用心参与一个活动参加了就有分质量在此处不被考虑可能真的这样的方式有的人就会更适合确实就是所说的水太深这样的评价会影响你对自己的评价但总要学着放宽心不是
Sakura,真的没什么那时候我也觉得没选上会很失败什么的但是用不上一年他们就会后悔的不管是班委还是学生会你去问每一个人大部分都会说后悔进入因为很多杂事占据了你的课余时间但是那些事情真的没有什么能让人成长的搬东西做表格其实兢兢业业做到毕业你才会发现工作太难找了而那种一直安心学习或者搞科研有了自己的项目什么的真的比那些人要好找工作的多所以我也是建议大家如果你想去看看那你就去看看但是心还是要在学习上而选不上其实就是对你的一种保护把时间用在对的地方最后我自己建了个公众号袋鼠青年义工旅行提供全国的义工换宿信息及志愿者活动在你旅行的同时既可以认识天南海北的朋友又可以省去吃住钱会有一段珍贵难忘的回忆还会丰富你的人生你可以看看呀说不定以后有用呢
且听雨眠,别难受后面还有四级不过六级不过考试不及格学生会会长竞选失败这些挫折磨着磨着就过去了唯一的方法是使得自己变得优秀才行
奀奀,成功了就是下一步困难的开始失败了就是经验的积累其实未必有些东西要真的要做到才能达到自己的期望条条大路通罗马大学接触的东西特别多你可以找到自己加入真正想得到的成长是什么通过其他的途径来实现自己个人能力的提高我加班委是为了为班级服务像平时同学们有困难我会特别热心尽我所能去帮助他们其实班委不是固定的要是还是特别想加的话可以今年攒好人缘明年再战我加学生会是为了提升自己的能力和胆量这个的话大学活动有很多都可以来锻炼自己不过还是抱抱你要是好好珍惜的话这以后肯定会成为你的优势
苏青,班委学生会跟你优秀与否无关少了个玩的地方也挺好不至于你到大二开始去怀疑这些组织认清楚自己的目标大一就要开始做好规划迷茫就多找导员不要以为时间都还早没事多跑跑图书馆多准备下四六级在他们忙着所谓组织活动的时候培养个自己的兴趣并乐此不疲在周末找三两好友出去转转走走找点好吃的看些好看的风景这样不好么
aliekexiema,应该难受反思反思但是别太当回事儿大学里面还是有很多别的机会青春不易好好把握自己加油调节别人很难设身处地说学生会班委没用的典型属于好心安慰你的扯淡行为了
嗷呜,班委跟学生会并不意味着优秀一切还是要靠自己里面的水太深与其跟他们勾心斗角不如多考几个证
知音,并不是每个人都适合做这些可以再选择更多自己感兴趣的事实在找不到可以学习呀
时间的灰,难受是应该的毕竟努力了却没有得到相应的结果借用一下贺炜的解说词吧人生当中成功只是一时的而失败却是主旋律有的人会被失败击垮有的人能够不断的爬起来继续向前要想真正的成熟应该并不是追求完美而是直面自己的缺憾这才是生活的本质罗曼罗兰说过的这个世界上只有一种真正的英雄主义那就是认清生活的真相并且仍然热爱所以这些失败对于人生来说并不算什么睡一觉起来就忘了吧愿你也做自己的英雄
爱护肤的少女,做了四年学生工作学姐可以跟你说竞选学生会班委失败没什么也不代表你以后就没有机会落选难受是肯定的但想想还有那么长时间呢不要沉湎于感觉自己不行的这种状态积极主动的和别人交往要是想锻炼能力参加学生会或者社联举办的各种活动也是可以的我大一就是疯狂参加活动一年拿了有张证书吧评奖学金的时候加分我是我们班加分最多的但是学习成绩也要搞好才行不然加再多分可能也救不了所以认真学习积极主动该参加活动培养能力的就去参加不要害怕
羣小孔,你可能没受过什么挫折吧这只是你人生中一个小坑往前走就好了
Gahole,大学又不是只有班委和学生会对于熟人新生我都劝他们不要加班委学生会找女票不香吗出去打点工赚点钱不香吗利用大学年提升自己不香吗搞点业余爱好编程或者外语不香吗进实验室混几年骗个二作三作不香吗班委学生会就给学校免费打工研究生班委起码还有一个月几百的津贴
粗缯大布裹生涯,这点事都受不了说明班委学生会确实不适合你你还要修炼啊有难过的功夫想想自己哪里不够优秀总结然后提升自己在这自怨自艾不管用啊你说呢
尚古,这些不重要你需要的是培养一些切实可用的技能这样毕业后才有资本
傻东西,去做辅导员助理啊也是学生干部对奖学金也有好处还能认识很多老师就累了点
风起昔年,一年之后你就会感谢不录之恩
一寸灰,其实并没有什么影响大三在读在学生会两年我觉得那些时间留给自己更有用与其参与活动管理事务还不如好好学习后面考个研比这有用得多
易道承,喝酒唱歌或者大哭一场等等能让你发泄一下的方法就行发泄过了重头再来下次取胜就好
老猪佩奇,谁的一生没经历过失败和挫折呢何况只是小小的竞选班委失败之前我也竞选主席团失败了当时的我几乎用了半年多的时间去竞争还是遗憾错失了机会当时也一度很沮丧过了一年才发现这根本不算什么大事校园职位只是一个锻炼的平台你可以通过很多途径去提升自己职位本身并没有多重要我能理解作为新生想要通过竞选去提升证明自己的热血学长在这告诉你大学生活才刚开始机会多的是班委根本不算什么但也希望你可以通过这件事去好好总结反省为什么我会竞选失败有哪些方面可以改进相信你可以振作起来
Manage happiness,失败多了就习惯了你以后就会明白这点事都不算啥没必要难过
呵呵,几个意思多大的人了还能因为这点事难受缺少社会主义的毒打
廿漓,要拥有直面失败的勇气一次失败不代表次次失败的努力提升自己才是正经
海虫2000,既然是竞选结果无非是选中和淘汰两种结果失败了心里有些难过或失落是很正常的但总结下失败的经验是不是更有价值些竞选班委只是大学生活中的一部分而已考虑下大学生活怎么度过才有意义如何让自己在大学中提升自己未来的竞争力多想想这些我相信你很快会将这次失败抛之脑后因为后者才是你读大学的重点
飞一般的八哥,一看到问题就会猜测到题主可能是一位萌新分开来说班委和学生会首先来说说班委大一竞选班委能成功的同学往往是那些个人能力和组织协调能力等表现突出的同学个人能力包括良好的沟通能遇事沉着冷静分析快速解决的能力良好的人际交往和协作能力等会说的同学并不能一定能竞选成功但会说是一个基础的前提能力大一新生在开学一个月内都会进行军训实践这期间辅导员会陪同观察选出男女生各有一位代理班长我的母校这样操作的他们成为竞选班长的重要人选当然了军训期间帮帮代理班长出谋划策分担一些事务表现出色的话也会成为竞选其他委员的得力人选大一新生刚见面接触时间不长彼此了解不深表现突出的同学善于观察和体贴的同学能够获得更好的第一印象大一竞选班委失败不代表大二到大四期间没有机会了如果只是想大一期间尝试班委的滋味那就往后放掉失败的苦痛放掉当班委的念头再来说说学生会大一新生进去都是部门委员实话说就是干活的是能锻炼能力那得看怎么自我提升让部长和团学老师赏识学生会部门部长也是在军训期间物色人选聊聊谈谈留有第一印象再竞选当天表现出色的话往往就能确定了学生会可进可不进竞选失败没什么可难受的对于大一萌新来说确实是一个当头一棒的比较沉重的打击自己的能力怎么可以这样子呢不要觉得很丢面子自己就不行了放好心态社团部门青团部门团委部门党务中心部门等还有很多可以施展自己能力的组织期待你的好好表现说实话答主我自己曾经竞选学生会委员也失败了后面去了其他组织团委部门书法协会等做得挺好的学生工作能力得到锻炼经历也有了克服心理障碍放好心态难受过了就让它过去吧
酸璇,好好学习
阳光正好,我也没有啊好好学习就可以了没啥的
嘎啦嘎啦,你现在或者有点难受但是相信我过不了多久你会很庆幸自己没有评选上任何职位
制冷君,班委和学生会一点用没有尤其是学生会卵用没有竞选失败有啥难受的让我去竞选我都不去竞选他们学生会主席考的成绩有我高吗拿的奖有我多吗没有有什么用就是有个破官呗天天累得要死有用有意义
冬日的阳光,哈哈哈稚嫩以后竞选的机会有很多社团也可以多多参加我就是大一啥都没竞选上以后坚持都参加竞选最后大二一直都毕业都是团支书也在学生会当了部长还有社团的副社长确实能够锻炼人
可馨,没有关系的班委以后还可以继续竞选学生会没有想象中那么好
乐客文化-Leo,继续努力调整好心态机会是留给有准备的人的不要因为一时的情绪影响了心态
君子坦荡荡,什么天子骄子啊一个班就几个人一个学院就那么几个人过来人告诉你班委前二年别选熬到大三大四不会有竞争对手的都是忙着考研考公务员实习学生会别选热门岗位什么委员啊干事可以去尝试当个学生会领导不分分钟
酒酒酒,大二继续但是大一这一年要积极参与各种活动要证明自己的态度和实力只有靠平时的一点一滴了
懂说君说高中,难受是正常的但凡事都应该看到两面性首先你的勇气值得肯定的这也是你与别人的不同另外通过竞选班委能让新同学对你有一定的印象让别人更快地认识到你况且想要锻炼自己不一定只有担任班委才可以展现很多社团学生会也是不错的选择不一定将眼光局限于班级加油
学了个寂寞,说明你能力和人缘不行好好提升自己吧
美丽的向阳花,不用太难受归根结底大学不是用来干这些的或者至少不是主要用来干这些的好好学习提升自己的能力才是最关键的不用太在意或许你的闪光点在别处我也失败过
会计这条路,看开点并不是当上班委学生会就一定优秀
小白,好好学习和同学搞好关系一般班委都有成绩要求提高自身觉悟争取加入中国共产党
深之蓝,没事人生才刚刚开始哇
呵呵呵哈哈哈,在大学班委这种说实话学到的东西非常有限说直白一点儿就是连个屁都算不上如果你是想为大家服务不是班委也可以如果不是能学的其实也很少人际关系能力这种也不是靠这个培养的换句话说先学会做人再去学管人吧
只想上单,不要玻璃心了这算什么呀连个竞选班干部失败都看不破大学事多着呢还有很多你要绝望伤心呢好好睡一觉该干啥干啥
VVvB,泻药同大一新生我觉得失败是人生中或者就说大学生活中必定要经历的一个部分你我都必须得接受既然现在失败了当然说明我们现在技不如人或许是没有特长或许是性格不够外向等等等等那又怎样呢时间还早我们充实自己的时间依然还多或者说提升自己永远不会嫌晚今天竞选班委会失败了这并不影响什么努力学习拿到高绩点保研更能证明我们的能力竞选失败更能激发我们提升自己的动力当然换个更乐观且偏激的思路想班委会事多又要上面联系老师又要下面管理学生其实还是有点累的塞翁失马焉知非福竞选失败不一定就是一件坏事继续加油吧大学的未来依然美好
闹心碎碎念,别难受什么都别说先看视频擦擦眼泪我们按视频里的来振作
废柴张,嘻嘻我也是一名大一新生我也参加了班委的竞选我竞选的学委不出意外的没有成功因为我是一个比较不会表达的人不爱说话不会说话也不敢说话虽然每天待在自己的世界里很自在但我想我也想走出舒适圈于是我就在大学开学时候就递交了班干部申请不过我在演讲的时候表现的很糟没被选上但我很开心啊因为我敢于表达敢于参与了我想你也做到了这两点但还差一个敢于面对与接受现实你一定要思考清楚竞选班干的意义在哪如果你只是为了当官你肯定会难过但如果你是为了历练一下自己其实效果也已经达到了虽然没有后续对你办事能力的历练但是对你的表达能力处事态度也是个历练对我而言我最欣慰的是我敢于在一个班同学面前进行演讲而且我觉得下次再面对这样的事情我一定会从容面对不会那么紧张了我就觉得我有很大的进步一件事情总有成有败有输有赢如果你现在连班委没选上都无法平常心对待以后面对大事又如何处事不惊呢更多时候只要你参与了就有收获或多或少都有的
匿名用户,难受变更好呗大一去竞选团委青协团委进门太紧张了没关门学长让我出去重新进来关门当时也是初次离开家里的怀抱来到异地且有中度的自卑一直唯唯诺诺后来我发现学长轻蔑的笑了我就是嘴角微微抬我个人觉得是嘲笑然后他哼了一下结果自然被刷然后我进了青协那个学姐和学长特别喜欢我然后开始改变自己呗大一多张奖状班里第一体重减了大二疯狂写论文认真准备入党的事情当了青协学生干部成绩下滑至第五大三协助管理党支部协助处理党支部副书记事务准备大四担任成绩班级第一大三碰到那个学长入党我负责管他只能说三十年河东三十年河西吧最后考察完还是决定同意入党了毕竟身为一名党员要对每一名群众负责也感谢当时的嘲笑吧不过现在想想也不是嘲笑吧万一是人家在面试的时候想到不爽的事彻底改变了一个人
sometimes,竞选失败有些沮丧是正常的把这当做一种锻炼就好啦我性格开朗外向喜欢和人交朋友从小到大都是学生干部当年大一入校也积极地竞选学生干部当时参与了院学生会校学生会三个社团和班级团支书都失败了可以说我一个个地去尝试去争取却只有两个社团进了二面其他的都是一面就被筛掉了当时我也有过沮丧但我一直没有放弃知道竞选了我们学校最后一个院级志愿者组织可能因为这个组织最看重的是毅力和爱心吧选拔方式是一面连续一周六点半起床参与晨练和朝话以及三面我进入社团之后积极地参与活动有了一些工作经验成长了不少大二那年班委换届我选上了还有学校一个新开的校级组织招新三选一的淘汰率下我也努力争取到了名额在这个组织同样收获很多失败了没什么大不了的通过失败我认识到自己和别人的差距并且不断努力提升自己只要还活着就有机会改变不是么
叶老师,天哪孩子你是有多不想不开当年我退学生会写了三千字这简直是我大学噩梦图书馆它不香吗有那时间泡图书馆
武二楞纸,难受的话建议换种方式呢亲班委学生会重要吗当然重要大部分人的在进入社会前脸皮就指着当个学生干部来磨厚了不当干部有学生助理甚至校级部门招人都行你在哪都想着系里即使奖励落不到你头上你也无愧于院系上学是让自己变优秀的又不是只有学生干部才会优秀成才方式千千万你在其他方面冲出一片属于自己的领地又不是不行你变优秀了总会有人都会注意到你的哪怕你不是最耀眼的那个
团粉,没关系呀咱两还同病相怜呢有成功肯定就有失败啊想开点未来大学生活会依然美好
未知数38,先好好哭一下在找人聊聊天倒倒苦水但是人生嘛总会有失败的我也是大一新生刚刚去了青协面试结果也是失败了自我感觉发挥的还行但和我一起的那组同学都很优秀他们早就已经有了不少当志愿者的经历了因此我没成功也是有一定原因的当然也不排除那个学生会面试官本事就只看眼缘的可能性更别说班级班委竞选大家人都不熟能看的也只有眼缘了不过能够提起勇气去参加面试就已经是值得称赞的一步了至于眼缘什么的本来就是玄之又玄的东西不必太在意就算这次失败了未来还有更多机会不妨写个日记思考一下失败的可能原因为未来的成功做些努力嗯我就是这么做的一起加油吧
苏宁,我竞选了学生会都失败了刚开始也是很伤心的但放宽心嘛重新选好目标的途径
啦啦啦,不用太难受的啦虽然说当班委可以锻炼自己的能力你也可以参加社团或者往其他方向发展啊换个角度来说没当上班委不就有更多时间可以干自己想干的事了嘛
蒋豪,有啥可难受的把成绩搞好了比这个重要多了
残虹,当年我也是努力让自己更好就行有时候并不是班委才能做得更好
匿名用户,好好学习吧会发现更广阔的天空想帮助同学也依然可以积极活跃
云云云淡风轻,还能怎么办瞅准机会再干不就完了伤春悲秋才是失败的开始永不言弃才是成功的关键又不是只有学生会这东西大学那么多机会你再找一个不就完了就当积累经验了下次一定比一次强就行
阿秋尕啦,哈多找点锻炼口才的机会演讲啊辩论啊大四就发现这些对你面试好重要哦
