author,content
喀秋莎,蛮强的应该毕竟有那个向吴京同志学习的标语真要是正经参军了起码有稳拿三等功的实力所以一般我们普通壮汉去挑事大概就是三等功的进度增加之类的
路人A要什么名字,哈我居然呗邀请了哈哈哈哈哈上热榜那天本来是想抖个机灵的想想还是算了不然显得我抖那可不行有一部分人总是对演员有误解特别是对武打演员他们不光平时要被讨论猜测上个节目接受采访也要被问你和打谁能赢吴师傅表示我打演员哎演戏哎有剧本的哎就算是杀破狼里甄子丹和吴京巷战秒后的无套招部分吴京饰演的杀手最后不还是得死吗反正我没和吴京打过我不知道他实战水平如何就算真打起来三秒钟之内我也能让他跪在地上求我不要死就是这么真实对有实力的演员只求大家不捧不踩骗个邀答这就告辞
李田,吴京实战太差了网上那么多黑吴京的他一个都没打过还是键盘侠厉害佩服佩服
匿名用户,我觉得楼上这些拿横幅来衬托吴京有多厉害的不是故意神话他就是人云亦云故弄玄虚众所周知王宝强到部队也有一堆人很崇拜他号召向他学习呢难道王宝强的实战能力也得到部队的认可了部队这么做原因很简单嘛就是树一个标榜弘扬一种精神部队都看过士兵突击嘛那就把许三多的精神发扬起来这既有一定的现实又有一定的浪漫性效果可能比单纯在部队里找一个比武标兵要好得多吴京也是同样的道理难道这个横幅是说吴京在部队比武中夺得标兵所以号召大家向他学习的意思你不是标兵没得个什么勋章还向你学习不就是要弘扬精神嘛作为明星又一直坚持拍部队的片子还能吃苦这么明显的正面形象放着不宣传部队的小伙们多少都有点争强好胜的心理有动作影星的吸引力号召力强在不是有更好的激发引导效果至于题目问的实战能力再花架子打个普通人一点问题没有看看喜剧之王周星驰一个演戏的演得多了都能提升自己的反应能力就算练套路的不比你普通人爬个六楼都气喘吁吁地强至于都很感兴趣的那个问题跟散打怎么比之类这就好比清华生化环材跟普通计算机现在都一边倒地批生化环材问题批就批呗批人家清华学生干啥人家要不是选错专业不比你牛还轮得到几个业余爱好者指指点点真以为冠军都是居委会评出来的还是黑幕弄出来的能连续几届拿冠军那就是人中龙凤再怎么着人也能凭套路做出一些高难度的动作你劈个叉能做到吗这些人要是赶上好时候转去搞散打搏击了会比现在这些散打运动员差多动动脑子少提些明知故问的问题
泡泡王,呵呵我真的不想伤粉丝的心但我还是直说了花拳绣腿力量薄弱下盘不稳完全没有实战经验连基本的套路都不清楚出个拳跟倍速一样慢踢个腿能把自己先摔倒文弱书生这四个字只能占个弱这就是我跟他的差别如果真的和他打一场实战不出一秒我就能跪下来求他别打我你们信不信
申权说,一般吧实力在我和泰森之间
刀笔客,吴京能不能打得过别的什么人我不知道反正打个我肯定是轻轻松松毫无压力
满嘴跑火车,他小时候就练我也小时候就练我练到高中毕业不练了今年三十还剩一肚子肥膘他练到现在还在练今年四十六一身腱子肉我是肯定打不过他我这样的算是比普通肥宅强一些的水平目测京哥现在的徒手战斗力能个我吧然后个普通肥宅我对标个普通肥宅京哥稳我或者个肥宅我数学不好整不明白咋说了领会精神吧
路边围观群众,老话讲好汉打不过赖戏子当今戏子里武行顶尖的存在恐怕不是绝大多人能打的过的
超级帅的虫子,像我这样年轻力壮的正值壮年的男的吴京应该能打个吧
太白白,电影里七步之内稳赢电影外七步之内稳赢
憨叔叔,这哥们儿会开坦克实战射击也不差
hyu jj,个普通人没问题很轻松的职业拳击散打选手就肯定输了
唐晚成,以下全属个人猜测京哥去部队特训以前徒手制服一名普通人没困难京哥去部队特训以后制服一名持械歹徒没困难
银色520,这个要拿出国内外正规格斗比赛的数据否则实战能力是没法讨论的吧
雨夜,吴京还是有一定的实战能力的
九号畜,肯定没柳海龙强
忘却难免留个疤,实力挺强的但就是没打过马云哈哈哈哈
日过天的大暖男,打擂台肯定不行擂台之外不好说特种部队必须课程近身格杀动手就是断胳膊断腿要命的招数我现在还能记住几个不过杀人的我都忘了记了几个断胳膊断腿断脚踝的但放在擂台京哥的确没法和人家打哪怕是三流的擂台选手都不行术业有专攻你让擂台的选手来京哥的招牌玩腿动作他们也做不出来打普通人京哥应该能打十来个不知道啊随便说说反正我特战一年干不过京哥总结擂台专业京哥无数底子弱的特种兵无限制京哥练过的特种兵没练过的特种兵专业擂台选手大概是这样
田临,吴京实战能力就是打散打或者规则打不过一龙的水平还有我个人的教训就是一定要学巴西柔术哪怕你战立水平很高不会柔术被人放到地板上只有被蹂躏的份
大易付天下,借用网友的话吴京在极度愤怒的情况下可以一拳打穿的钢板据说小时候就能打穿钢板了吴京年轻的时候打群架一耳光就把别人扇飞了多据说时速可达吴京曾经在面对发步枪的人面前全部闪避在他子弹打完后一拳使他缴械吴京曾经遇到一只猛虎一个滑铲从他身下划过用刀子将独自划开内脏掉了一地老虎直接落地而死吴京曾经在野外被困扯住大象的鼻子背身脚踢树干借力一甩把大象翻在一棵树上直接穿肚而死吴京初中的时候打架打了分钟完事还能跑二三十里可见吴京的体质远超常人以上仅供娱乐博知友一笑便可
所谓,他老婆曾说过从后面蒙他眼睛耍子然后被条件反射来了个过肩摔
韦二伯格,比马师傅差点
明月居士,拳怕少壮吴京现在正当年武力值也不低出拳速度也很快力量很强电影里也是拳拳到肉实战能力应该不错中国武术博大精深以无法为有法以无限为有限乃是武术的最高境界过去武术分为很多门派主要分为南拳北腿南拳又以广东叶问以及洪家拳为主讲究的是快如闪电以迅雷不及掩耳之势取胜典型的就是李小龙的截拳道了无论是搏击还是散打都要求速度与力量并行二者缺一不可不讲究太多招式套路正所谓出拳要快疾如风猛如虎气运全身意在拳先通常以秒计算所以只有先发制人才能制敌克胜
慕青,首先我认为吴京作为动作片的演员他出生武术世家他的实战能力肯定是有的我们应该都看过他出演的好多动作片电影或电视在里面看着是很厉害的特别是他出演的很火的战狼我们看着里面真的是拳拳到肉看着就很热血沸腾但他是一位演员他的武术招式更多是为了影视演员的需要在什么地方需要什么样的力道都要经过设计的而一个专业的拳击运动员却不是如此他们的动作并不华丽出拳的目的也是为了打到对方如果我们硬要这两者相比也是没有道理的所以在实战能力上吴京肯定还是有欠缺的地方的
阿飞,在特种部队呆过一年多普通人能生存下来的都能打了何况有武术功底的
贾复,我不喜欢很嚣张的人还是觉得赵文卓好
尔湾Leo,因为不开放随便评论京吹开始私信骂人啦关键这帮怂是骂完我就拉黑哈哈哈真的很有志气啊有点意思总结一下他们的主要逻辑那就是特种兵拉条幅了意思是特种兵都开始学习吴京了难道实战能力还不强我泱泱大国集合顶级资源打造的国之重器特种兵要跟导演兼演员学习实战能力你们是在侮辱我们的军人还是再表现你们的智商缺陷呢一些人的逻辑真的很搞笑因为有人拉了条幅所以实战能力强因为有人向他学习所以实战能力强呵呵你家实战能力看的就是实打实的擂台赛要么就按照竞技比赛的标准来判断一个个的逻辑混乱不说看到条幅就兴奋了哈哈以后就条幅就好了还打什么比赛啊真是够搞笑的没想到这种回答也有这样的关注度我就说一条我身高体重磅业余练散打拳击卧推磅硬拉磅深蹲磅吴京和我打无论是擂台按规则打还是街头私斗他能打得过我吗另外我现在准备参加的比赛要不跟我比比射击越来越搞不懂怎么什么问题都能上知乎热榜啊吴京是演员不是格斗运动员就算之前是运动员也是武术运动员练套路的实战能力分两种第一种就是比赛那要看重量级不分级的对打就是打架第二种那就不用说了就是打架先看第一种拳击有个量级职业拳击是个量级业余拳击是个量级也分十个量级分量级就是因为体重是力量的体现力量越大打击力度越大吴京肯定不能归为职业拳击运动员的范畴姑且按照运动员来比较网上资料公斤属于羽量级中羽量级运动员我们看看都有谁毋庸置疑著名选手嘴炮爱尔兰人康纳麦格雷戈嘴炮的实战能力我就不用多说了吧吴京与他相比可能有点不公平好那我们换一个人比如换成武僧一龙吧吴京能不能打过一龙我个人觉得应该打不过不说别的一龙体重比他重不在一个量级就凭这一点吴京也打不过一龙那么问题可以延伸一下小体重的能打打败大体重大块头的人吗如果不是职业比赛打架或者斗殴这种程度应该是可以的比如插眼踢裆抓头发咬人什么的小体格的人也许有机会赢其实抛开量级就谈谁的实战能力如何真的没有意义因为职业选手训练和比赛就是生命那命去拼如果连那些业余选手都打不过真的就不说什么了职业运动员不是一天小时三百六十五天都在训练也跟这个强度差不多了吴京是个演员也是个导演每天什么都不干就是天天训练也不行了年纪在那呢岁了职业选手也没戏所以这个问题其实没什么意义吴京实战能力应该比老大爷强一些也就是那种身体有点孱弱的但凡遇到个正经的流氓恐怕都打不过
FlimsyCart,菜的一逼就他那一身的死肌肉我去跟他打只要两秒他就得跪在地上求我不要死
Arno,只看徒手搏击只看视频的话业余中的业余吴京空击视频末尾吴京空击视频末尾空击有些僵硬没打直不够放松等等吴京实战吴京实战吴京实战吴京实战吴京专修的是武术可不是散打泰拳等搏击项目所以实战打起来很业余的要是跟普通人打那没问题打起来应该不错但是跟搏击专业人士比基本没胜算
先生,放到擂台上的实战他估计连三流的职业选手都打不赢但是把全世界所有的搏击高手都配发现代武器扔进野外大战场搞真人吃鸡模式的实战我觉得京哥至少能进决赛圈甚至能夺冠毕竟人家可是在特种部队真正实训过的而且成绩顶尖而中国的特种部队世界排名也是顶尖如果这么算京哥实战能力才是真正的一流和真实战场比起来擂台战就是闹着玩儿算什么实战
叶枯橙,我们团特勤连有个尖子据说在少林寺练过两年亲眼看着他跳木马是飞着过的据说全装跑障碍一路也是飞着过去的
Ethan,吴京一个体育学院武术科班出身经过多年奋斗的优秀演员和导演身上那么多优点问人家实战能力这有点这问题应该是动作片演员实战能力如何或者体院武术冠军实战能力如何第一个问题需要问吗复仇者联盟里面那些实战能力如何文艺工作者岗位要求不同第二个问题相似体重年龄以及徒手以及有一定规则等条件的情况下普遍来说大概是拳击综合格斗等传统武术等普通壮汉普通弱鸡特别是武术我认为更多是强身健体以及文化传承因为种种原因我们近代以来对传武有着朴实的民族情感这可以理解虽然实战目前看来不如现代格斗技但是文化传承这种东西谁能说不如那些格斗技更有力量呢这才是真正牢不可破的力量和更高的格局
达文西,演员的实力至于说什么参加特种兵训练长官嘉奖什么的场面话而已啦总不能人一大明星兴冲冲地来捧场说你其实不行花架子而已领导之能为领导还是有水平的你训练几个月跟人家层层选拔然后刻苦训练地比真的是天才么还是那句话不要把爱好和人家的职业拿来比
守正出奇才,很强很黑
乔金诺阿,术业有专攻吴京的专业是武术套路表演一定的特种兵训练演员导演喝酒也比较厉害但徒手格斗的话并不看好体重较轻同级别应该打不过正常的市级散打运动员任何专业都得真花时间训练才能有所提升否则就是反智
牛一只,吴京实战能力如何这个就要问谢楠了谢楠回答一下
狐说扒道,那个我就想问问战狼里面的装备尤其是背包平底锅空投箱为什么跟腾讯的和平精英一模一样是腾讯投资了吗
Eden YYW,首先我是战狼我巨讨厌吴京不过有一说一就吴京的实战能力来讲打两三个人民群众问题还不大的但是我认为是干不过冬哥的另外有人说什么特种兵水平别闹拍个戏弄的初级基础训练就出个特种兵那我国解放军早就称霸大东亚还用得着战狼在那儿吹
工业党徒,比冯保国年轻有道是拳怕少壮冯保国京成龙京
林修羽,问吴京实战能力如何就好像问郭麒麟是不是郭德纲亲生的一样你问你就输了你咋不问小罗伯特唐尼家里到底有多少钱
世界那么大,空手无规则打我十个不成问题
小五125,现在吴京的实力还是壮年的实力如果是年现在都实力估计就是群众实力和各种职业运动员比基本上都属于群众行列这样的问题最难回答你到底问的的街头打架还是场地赛的实力街头打架又分很多情况遇上比自己身高体重都优势的人实力如何同样的身材肯定吴占优势如果打场地一般都是按体重划分级别打比赛但是如果运到那种经常去拳馆练自由搏击的练习三年左右到同样的身高吴京体重肯定吃亏毕竟吴是演员要注重身体整体的塑造但是你去拳馆看那些练的人员肩宽背厚他们练的是抗击打能力所以说运动这样的人午几乎没有什么优势力量上就会吃多亏另外说个别的事网上看的关于全世界军人神枪手的事所谓那些军队神枪手世界上有很少国家的军队里有专门培养神枪手的机构单位这些神枪手的存在就是参加各种比赛含世界大赛但是他们并不参与实战可以理解为军队的职业运动员和部队警队里职业狙击手关键时刻狙击罪犯的不是一个职业
匿名用户,对不起我不该揭露中国队长吴京的底对不起我不该说吴京不行吴京是宇宙诞生以来最伟大的奇才是所有屌丝啊不是所有网络牛人的偶像我不该说吴京的坏话吴京很厉害演技一流奥斯卡不给吴京和战狼颁奖是他们眼瞎绝对不是因为其作品太烂战狼牛逼破音了
叶芃,练过的和没练过差距是很大的虽然练的是套路技巧可以一定程度弥补力量吴京肯定很厉害的
Calculate,肯定是牛逼啊向吴京同志学习算有光环加持但依旧有个铁一样的事实他完成了所有科目并且成绩不只是合格那么简单试想一下特种部队成绩合格的兵到别的连队应该也是大杀四方吧没当过兵有错的还望指出何况不只是合格的呢
岳刑冲,弱鸡一个我听朋友说他见过一个身高体重的三十多岁女性对他呵斥连连他只能在一边尴尬的笑笑连手都不知道放在哪
风城孩子,吴京的实战能力真的不怎么样我这样帮你们推论吴京肯定打不过他老婆谢楠但我的实战能力肯定强过谢楠所以吴京的实战能力远在我之下
匿名用户,我们村子有个小孩从小就调皮天天被他妈打还胆子特别大五六岁都敢出去抓蛇玩我对他的印象就是他被他妈追着打但是这个孩子德行特别好经常去河里摸鱼逮鸭子送给村子里的老人后来初中毕业去当兵在部队里体能特别好脑袋瓜子又特别机灵最后被选到特种部队然后好久没见过他年他回家探亲时我们聊了几句他说我这体能在我们部队排不上号比我牛逼的多的是听他说现在部队里的牛逼的特种兵都是全能的那种
美少女,为什么总有人问演员实战如何如何演员在电影里会飞现实中他也会飞么你怎么不问刘德华飞得快不快他在某电影里就会飞呀
带带怪将军,不如伏拉夫
wdnmd,我不知道实战如何但肯定打我两个没问题
匿名用户,看战场在哪里吴京受过正规特种训练但在擂台上肯定打不赢职业拳击手或职业格斗选手术业有专攻这就好比张继科去和林丹比赛打羽毛球你说谁会赢但是你把战场放在一个复杂的环境下比如一栋大楼一片丛林我相信吴京可以通过合理的战术击倒任何一个人最后这个问题也太老派了吧
麦克学麦基,不清楚没见他跟谁打过不过他关系应该挺硬
790164855,能打得过泰森超级厉害的
SkyBigBlack,完了这问题一出估计吴京也要泰森的后尘整天单挑大猩猩东北虎河马鳄鱼了
嘻嘻,在演员里他算拔尖在陆军部队同龄普通兵种算前排生活中吊打路人网络上被键盘侠吊打
想象的味道,从他的各种电影来看吴京的实战能力应该是很厉害的否则这些电影是无法承受的因此我判断他的实战能力很强悍
TedG,吴京除了拍电影也上真人秀的搜一下看看就明白了也是普通人尤其是年龄和伤病他自己也说并没有特别能打特别猛找能打的请去艾姆艾姆诶
山水有清音,不明白为什么有人黑吴京不懂反正实战能力肯定比一般人强很多
反人类栀子花,同行捧他讲的好听吧实际估计顶级业余水平
机器猫升级版,至少能把提这个问题的人打趴下
大哥哥无情,至少吊打什么各路拳王毕竟吴京可是在特战部队待过的人讲究实战肯定无敌啊实战可不是像擂台赛上面过家家打架一样而是不择手段的战胜对手以至于杀死对手
秋赋长缨歌,吹牛吹上天了特种兵是人且由于选材原因和职业运动员之间的差距是明星的不存在都市兵王里的通杀高手目前特种兵的训练科目调整很大以适应当代高技术条件下的战争需要单兵训练的内容缩减更强调高技术条件下的特种作战的需要特种兵的训练是团队体例技术的综合不是培养特战尖兵很多人民解放军退役战士的回答是让人失望的至于我同学我兄弟的间接经验连参考意义都没有停止金庸式联想
Forever love,用个老梗就是就这只要一拳他就要跪在地上求我不要死
Z蜜头子的二五仔,能力很强算是中上水平的演员什么你说格斗射击体能这个问题跟唐国强挖掘机开的好不好差不多
冰红茶,如果实战是指格斗的话一龙吴京正常成年男子
我本sex,你这问题本身就有问题他本来就是个演员你硬要把他往搏击那定义是他跟你挑战了还是你跟他挑战要挑战是不是得跟职业练搏击的打
加富尔,连美国特工都被干掉了这实战能力如何
武小中,你说的空军普通部队是空降吧哈哈哈
Atonement,不用说太多看身材嘛这是吴京这是小比类卷贵之这是魔裟斗后面两位都是站立格斗的传奇人物身材不能反映实战能力但肌肉纬度和线条形状可以反映人的身体素质假设他有下面两位的技术好吧他没有但基础的散打搏击格斗技术还是有的吧所以他能不能打这个问题是不是一目了然呢
柠檬,可能各位对实战有误解八角笼那只是特定环境下的格斗而实战是不分场地没有规则的生存比拼就像吃鸡你们可以拿可以拿平底锅总之把对方干倒就行了估计京哥把你干废了你连人都看不到
爱喝可乐的可口,有人扯重量我就要跳出来表一表你扯重量为什么不说你俩还可以拿武器打呢人是智人真就拿蛮力打的憨憨不会拿工具打猩猩都会拿石头砸你一个受过简单训练的民科质疑人家从军队出来的人真是有够搞笑的怼的就是你这憨憨枪都不会使用甚至连摸到没摸过就在某乎在叫嚣我要和吴京对打我能打爆他我卧推多少多少我深蹲多少多少你可真是优秀真是抖机灵实战什么是实战能力实战是一个人的综合素质他包含多种方面也有多种表现其中最能体现实战能力的是如何在尽可能短的时间里击溃对方看到这里你应该明白了吧不要用民科的水平去质疑军队的水平就算是印度的军队你依仗你所谓的力量也就是一笑话
野肆,好多回答里说格斗的人家到特种部队学杀人技去了还被军区表彰学习请问您比赛打的多牛逼打到被军区表彰学习了有几个练了几年自由搏击的太看得起自己了
mozillar,大学军训时因为没有听从命令私自上了个厕所回来被教官惩罚了小腹挨了一脚疼了几天毕竟军令如山到犯错要认罚军训结束临走时还对我说下手重了些很不好意思我倒觉得这样才有些军事训练的氛围呢你好我好大家好反倒有些儿戏教官当时是某部队侦查连的应该是把力度控制在较小了我一直在运气并且想在其出脚时瞬间提升自己的气进行防御结果教官的出脚角度极其刁钻速度又快自己有点懵逼一下子就破防了那时的想法蛮幼稚的不过后来看到马大师的接化发顿时觉得自己也算个练武奇才了那时学校里身体素质比我好的只有体育生了换了别人估计也不会好到哪里去参加过特种部队训练的人至少应该跟侦察兵格斗能力同一级别甚至更强一些毕竟格斗不是侦察兵的主要任务想起被破防的时候就心有余悸玩农药不管啥角色都要出个不详征兆
东邪阿叔,没出名前腿受伤在家憋屈拄着拐到大街上挑衅流氓打架以解心中苦闷这就是吴京办的事儿
今天又怎么样呢,利益相关匿了匿了不是很好我和他切磋过
我不知道,最近是不行了看抖音视频里小肚子跟风吹一样起来了可能是疫情期间没工作又和于谦混一起抽烟喝酒烫头吃得好喝的好被于大爷养肥了
周一,呵呵吴京和我打架两拳就得跪下求我不要死掉手动狗头
匿名用户,只要一拳他就得跪下来求我不要死
新一,害就这么说吧我站在那不动让吴京一只手他应该打不死我
Blithe,吴京拍戏打断甄子丹四根肋骨
凉州牧,比普通人肯定强毕竟武术冠军正儿八经运动员出身这么多年的动作演员平时也有训练但是和职业格斗人员那根本没法比至于说部队表彰学习什么的没什么参考价值众所周知部队为什么能打胜仗一靠装备二靠纪律三靠训练训练主要是练体能部队不用个人有多强的格斗能力各打各的那就是乌合之众最重要是整齐划一打配合
sofy,曾经当过兵能跑半马练过基础的套路对阵我不敢保证能撑到第二拳玩枪更比不过特种兵野外生存都不用他找到我就饿死了水战我旱鸭子看着我淹死就完事除了开车不会其他的他会坦克飞机
什么名字比较好呢,相对来讲挺强的
春夏秋冬又一春,这个就很难说了有句话叫功夫再高也怕菜刀他们这样的功夫明星身体素质比普通老百姓肯定要强特别是在针对性训练上肌肉强化和招式演练一般人比不来的和普通人打架斗狠估计可以干几个人你要是说搏命谁知道呢
不倒翁,身上是有功夫的也有自己的想法
okok ook,指电影里吗作为演员或者导演吴京能力很好但是实战能力他也不是干这个的呀
木木草叶三,演员啊演的好才是最关键的啊
匿名用户,不记得是哪里看到的了因为吴京和甄子丹在一个地方学习过主持人就问吴京你和甄子丹一起打会怎么样吴京我会死
北落,实战不限制规则不限制地点不限制武器那给吴京一把一把外加一把匕首剩下的就看京爷秀操作了
山海不至,花拳绣腿两拳都打不死我狗头保命
沙漠之鹰,强真的好强当这些在某个领域已经达到顶级水准的人跨界搞事情的时候真的是降维打击看吴京的武打片就觉得工夫底子特别扎实查过一些资料后发现原来这么强
Karaoba,我工作的时候接触过一个练中国武术的老外给我演示过一些技巧说真的对战普通人在都不用武器的情况下真的一个能打十个甚至更多
小荷靓靓,认识吴京是看一部有关太极拳的电视剧忘记名字了被吴京圈粉就是战狼了期待战狼第三部
此用户已被封禁,竟然还有人质疑吴京的搏击能力说起来你是没被打过就他拿过的那些武术冠军参加的长期野战训练当今的动作演员在做的各位又有谁能行还有谁
矿大不解封不改名,去部队练过的应该还是挺强的而且本身也是武术出身
知乎乙烷,看他的身手应该和巅峰泰森五五开李小龙也不在话下从身手武艺到影视成就已经甩李小龙一大截了李小龙拍了一辈子电影票房加起来也就十几亿吴京只是一部战狼就超过好几倍了
匿名用户,不是我吹别说吴京了就是李小龙成龙李连杰托尼贾甄子丹泰森尚格云顿史泰龙施瓦辛格随便挑出一个一个回合就能把我打倒而这些人有一位算一位在我面前顶多是三四个回合就被我打趴下马云说道
尚书郎,特别强打个或个普通人没问题但打不过病殃殃般的马云
俏皮匠,出门不带保镖拍戏不用替身一身肌肉这已经可以说明问题了
haruku66,为啥大家老要问演员的实战能力如何他们是演员成龙李连杰甄子丹吴京他们都是演员不是搏击运动员让他们和职业搏击运动员打一场就好了又拿钱又出名吴京上擂台打什么全美冠军什么的估计一场下来赞助商砸几个亿很正常打赢了还能成为真正能打的武打演员称号做实以后电影更加大卖但是他不打不止吴京成龙李连杰什么的都不打以前是武术冠军以前是特种兵以前是什么什么什么那么应该如何如何如何这都是猜测这都不能证明实力和传奇一样找个能打的打一场打赢了就证明实力了吴京能不能打不能靠推测要看他打赢过谁
天山奇客,看过战狼感觉功夫很硬估计功夫应该跟李连杰有的一拼
Rose,有人跟他真打过实战能力不知道演戏感觉还行
牧心,我曾经在极度愤怒的情况下滑铲后打死一只老虎
TY的迷惑,应该打不过穿绿色大衣的马老板
Sean,一个演员实战能力肯定比不过专业人士
一个樱桃可乐,吴京和普通人打大概在一拳一脚之后求对方不要死狗头
Neo,没实战过怎么评价
ICECUBE,无法确定看到这个帖子就想到某体育论坛经典的泰森打老虎的帖子了虽然那个明显夸张了吴京的实战能力且不说吴京的实战能力我想包括提问者在内大部分人都不知道自己实战能力如何吧首先标准是什么实战能力是怎么衡量的呢是你得打身体健康体重与你相同年龄相坊的人多次测试得出你在人群中的排名还是说直接上个职业搏击者跟你打没有标准大家都各说各话那讨论没有意义然后即使有了标准别人也认同那吴京恐怕不会接受你的测试吧没有实际实验结论怎么来就凭目测电影镜头我还是觉得没必要提这种问题除非吴京是个拳击选手但他是个演员和导演啊那没事了
穆先森,不说特种兵级别的吧打个小鲜肉明星应该是没问题的吧
匿名用户,这个香港满人的实力很强跟藏獒不分高下属于灭航母级别的
匿名用户,随便一个同级别三流专业散打运动员都能在一分钟内他的水平
True Train,谢楠最有发言权了
德国师爷,从他的气质来看是有练武的气质的当然不能和专业选手比因为他的职业是演员
neilwang,这么比较就有问题他是个演员虽然他有武术的底子但是也不能这么比片子里武功高是为了塑造角色并不是要证明自己实战能力吴京也没说自己实战就和战狼一样而且也没开拳馆收徒弟片子里再怎么厉害也是为了电影效果是让为了让你看着爽所以不要考虑他的实战性也不用考证什么但是某些武术大师拍视频做宣传是为了收徒弟这些视频才要考证一下看看他实战是不是直接被了因为这些武术大师收徒的宣传视频是也能让你精神上爽一下当然看这些武术大师被也挺爽的没谁能再次达到李小龙的高度
一枝梅,据说吴京生于武学世家祖上曾经还出现过清朝的武状元习武传统从古代延续到金朝又有家传的太极拳修习他的师傅是十大武术教练之一的吴彬李连杰与他师出同门是他关系很好的师哥吴京从小习武并且拿过很多奖项身体素质那是不用说虽然武术套路没那么多实战但是也很考验人体的爆发力柔韧性和体能以及平衡性所以吴京的实战能力应该还是挺不错的
可开心了,电影里很但是实际上怎样就不知道了
叔本华的小迷弟,如果我是计量单位的话毫不夸张的说可以打我个
饕餮到处跑,原为武术运动员岁加入北京武术队岁成为全国武术少年组拳枪刀冠军至少面板实力上不容小觑况且实战能力应该并非单指肉身上的素质吧还要考虑精神意志战斗智商等等作为国内的百亿影帝吴京的智商或者说战略上的智慧不容小觑轮精神意志此人精神意志之可怕每次上热搜都是重伤出演或者演戏事故导致骨折这种非人的意志力和觉悟恐怕在民间可以不战而屈人之兵
是大鑫啊,恰巧上周和他练了一下现在还在床上躺着还行
不然嘞,像吴京这种看着厉害但实战不行比如他跟我对打最多五秒他就得跪下求我别死
江河,演电影就演电影干嘛要去关注他的实战能力
天雍仁和,不如一把价值几百美元的手枪
旋转的茶杯,话不多说上视频看看少林弟子真功夫
浮萍,京哥连方寒杨大象都打不过你说呢
Superopr,不黑不捧吴京这种在部队训练过本身功夫也过硬打平常三四个人应该不成问题
奋斗,吴京实战能力应该挺不错滴吧感觉是个硬汉挺喜欢看他演的电影呢演的角色深入人心
匿名用户,看到这个话题怎么说那明星那套我不懂我也不去说单纯的从军人来说你要了解什么是实战我在部队的时候教官说过我们的兵种属于特殊兵种近身攻击要打击的部位眼鼻喉下阴后脑太阳穴和肋骨需要一下解决一个人这就是我了解的实战因为我们不考虑后果只知道如果打击目标再受到攻击后还能靠近警卫目标那么迎接我的只有死亡所以不要用社会道德以及地方法律来考虑特殊兵种
天街花火,吴京实战能力的话我觉得不怎么样如我有幸跟他对战一次信不信十秒钟后他跪在地上按着我人中求我不要死
mojooo,一般吧连马云都打不过
直言无畏,至少他打那些二遛子很轻松
杰克安德森,人家一演员要求人家实战能力干啥
耕小耘,平时不是说解放军陆军天下第一嘛解放军陆军精锐特种部队锤炼过表彰过的人实战能力如何嘛那我肯定是不敢惹的你说其他几个武打明星一起上双方持械能不能活着离开都是个问题
大一字马,吴京我不知道我表哥见过李连杰在安徽省警校的惊艳一击当时有那个阜阳小时候练武的警校学生没大没小跟李连杰挑战那时候李连杰刚拍完少林小子那时候三层楼本体都是水泥墙李连杰一拳打塌了一米八见方的水泥墙面全场鸦雀无声
sasuke,为什么老是有人拿他家人护照说事
我的天哪,啊大概没有人认为巨石强森不能打的吧那为什么就不信吴京能打呢
舔狗,一般普通人肯定打不过吴京至于想抹黑人家去看人家微博下面前些日子一堆小在底下一堆人抹黑战狼
哈哈,想起来前两天网上挑衅泰拳教练结果去踢馆被胖揍的新闻术业有专攻业外人没必要总是怀疑专业人士的专业性吴京虽说是个演员但从小是武术队出来的还在特种部队练过上专业的擂台可能打不出来什么成绩打野战未必那些练格斗的能赢得了他特种部队教的都是杀人的活儿至于普通人就更不要想去跟他练了动作演员虽说是演员最起码的身体素质也要强于普通人
忧伤的卓别林,后谢邀打不过
自成灰,他筋气在习武者身上体现下太明显觉得不会排很前
匿名用户,打个马宝国水平
NoOneElseLikeR,吴京实战能力也就那样吧连马云爸爸都打不过马云爸爸只是一个普通商人我觉得吴京实战不行钞能力最厉害手动狗头以上纯属玩笑大家看看乐呵乐呵
妖道角,吴京马云华山派出所出自功守道不过你把它放到现实中也差不多
Jane,也是很不错的毕竟演绎这种电影都是要训练的多少都有点底子在的
么得命,泰森能打两个吴京吴京能打两个键盘侠
黑加仑子,给我的感觉就是小身躯大能量
匿名用户,吴京实战能力一般因为我能扛他十拳第二拳以后的事情我就不知道了
天天向上,实战肯定是一枪撂倒
穆清,其实这类问题多数都是个人角度的经验感受判断既不客观也不准确无论任何是专业与非专业都存在一定的距离这种距离会因人而异但很少有非专业比本专业更强的这里专业的意思是经过反复训练与无数实际演练的某项技能例如就拿送快递来讲一个送了五年的快递员一定比一个刚开始送的人效率要高一个十年的一线教师一定比一个教育理论研究的教授在一堂课中更了解学生的情况说到问题吴虽然自小学习武术但既不都是以学习套路为目标比赛也仅仅是套路比赛这和体操舞蹈没有本质却别搏击散打跆拳道这类竞技项目目的都是以击倒对方为目标看过很多散打搏击运动员转去拍影视的但几乎看不到从拍影视转去做职业搏击运动员的当然如果一定要杠的话李景亮算一个吧但李景亮拍的电影不是武林高手所以从目的来看无论对吴有多少溢美之词吴针对专业以以击倒对手为专业的人中应该没有什么实战能力原因很简单缺乏实战经验但对于大多数都没有实战经验的人相对之前多年武术功底以及影视中花里胡哨的架子应该还是相当具有战斗力的但这也不是实战能力
