univNameCn,univNameEn,univTags,univCategory,province,score,ranking
兰州大学,Lanzhou University,一流大学A类 985 211,综合,甘肃,300.4,40
西安电子科技大学,Xidian University,一流学科 211,理工,陕西,299.4,41
华东理工大学,East China University of Science and Technology,一流学科 211,理工,上海,294.6,42
北京交通大学,Beijing jiaotong University,一流学科 211,理工,北京,293.6,43
华中师范大学,Central China Normal University,一流学科 211,师范,湖北,292.4,44
上海大学,Shanghai University,一流学科 211,综合,上海,290.0,45
南方科技大学,Southern University of Science and Technology,,综合,广东,289.0,46
南京农业大学,Nanjing Agricultural University,一流学科 211,农业,江苏,283.2,47
暨南大学,Jinan University,一流学科 211,综合,广东,282.6,48
中国海洋大学,Ocean University of China,一流大学A类 985 211,综合,山东,281.2,49
南京师范大学,Nanjing Normal University,一流学科 211,师范,江苏,279.9,50
哈尔滨工程大学,Harbin Engineering University,一流学科 211,理工,黑龙江,279.4,51
武汉理工大学,Wuhan University of Technology,一流学科 211,理工,湖北,277.6,52
西南交通大学,Southwest Jiaotong University,一流学科 211,理工,四川,277.3,53
中国地质大学（武汉）,China University of Geosciences (Wuhan),一流学科 211,理工,湖北,274.9,54
北京邮电大学,Beijing University of Posts and Telecommunications,一流学科 211,理工,北京,273.7,55
东北师范大学,Northeast Normal University,一流学科 211,师范,吉林,272.5,56
中国石油大学（北京）,China University of Petroleum - Beijing,一流学科 211,理工,北京,272.4,57
河海大学,Hohai University,一流学科 211,理工,江苏,271.8,58
江南大学,Jiangnan University,一流学科 211,综合,江苏,271.5,59
中国矿业大学,China University of Mining and Technology - Xuzhou,一流学科 211,理工,江苏,264.9,60
西北大学,Northwest University,一流学科 211,综合,陕西,262.4,61
上海科技大学,ShanghaiTech University,,综合,上海,261.5,62
北京工业大学,Beijing University of Technology,一流学科 211,理工,北京,260.5,63
北京化工大学,Beijing University of Chemical Technology,一流学科 211,理工,北京,259.7,64
深圳大学,Shenzhen University,,综合,广东,259.1,65
西南大学,Southwest University,一流学科 211,综合,重庆,257.5,66
华南师范大学,South China Normal University,一流学科 211,师范,广东,254.4,67
西北农林科技大学,Northwest A&F University,一流大学B类 985 211,农业,陕西,251.1,68
扬州大学,Yangzhou University,,综合,江苏,250.5,69
中国地质大学（北京）,China University of Geosciences (Beijing),一流学科 211,理工,北京,248.8,70
中国矿业大学（北京）,China University of Mining and Technology - Beijing,一流学科 211,理工,北京,247.0,71
江苏大学,Jiangsu University,,综合,江苏,245.9,72
东华大学,Donghua University,一流学科 211,理工,上海,245.2,73
中国石油大学（华东）,China University of Petroleum (Huadong),一流学科 211,理工,山东,244.8,74
宁波大学,Ningbo University,一流学科,综合,浙江,244.3,75
福州大学,Fuzhou University,一流学科 211,理工,福建,243.8,76
北京林业大学,Beijing Forestry University,一流学科 211,林业,北京,242.3,77
合肥工业大学,Hefei University of Technology,一流学科 211,理工,安徽,240.5,78
陕西师范大学,Shaanxi Normal University,一流学科 211,师范,陕西,239.9,79
华北电力大学,North China Electric Power University,一流学科 211,理工,北京,235.7,80
浙江工业大学,Zhejiang University of Technology,,理工,浙江,235.5,81
南京工业大学,Nanjing Tech University,,理工,江苏,235.4,82
郑州大学,Zhengzhou University,一流大学B类 211,综合,河南,234.9,83
云南大学,Yunnan University,一流大学B类 211,综合,云南,234.1,84
湖南师范大学,Hunan Normal University,一流学科 211,师范,湖南,233.4,85
首都师范大学,Capital Normal University,一流学科,师范,北京,233.4,85
南昌大学,Nanchang University,一流学科 211,综合,江西,228.4,87
华南农业大学,South China Agricultural University,,农业,广东,227.1,88
上海理工大学,University of Shanghai for Science and Technology,,理工,上海,221.4,89
安徽大学,Anhui University,一流学科 211,综合,安徽,219.2,90
长安大学,Chang'an University,一流学科 211,理工,陕西,218.9,91
燕山大学,Yanshan University,,理工,河北,216.7,92
南京信息工程大学,Nanjing University of Information Science & Technology,一流学科,理工,江苏,216.6,93
湖北大学,Hubei University,,综合,湖北,214.5,94
广东工业大学,Guangdong University of Technology,,理工,广东,214.2,95
南京邮电大学,Nanjing University of Posts and Telecommunications,一流学科,综合,江苏,213.9,96
河南大学,Henan University,一流学科,综合,河南,212.9,97
上海师范大学,Shanghai Normal University,,师范,上海,212.8,98
杭州电子科技大学,Hangzhou Dianzi University,,理工,浙江,211.6,99
广州大学,Guangzhou University,,综合,广东,211.1,100
广西大学,Guangxi University,一流学科 211,综合,广西,210.9,101
福建师范大学,Fujian Normal University,,师范,福建,210.2,102
湘潭大学,Xiangtan University,,综合,湖南,210.1,103
浙江师范大学,Zhejiang Normal University,,师范,浙江,209.8,104
山东师范大学,Shandong Normal University,,师范,山东,207.4,105
河北工业大学,Hebei University of Technology,一流学科 211,理工,天津,203.4,106
河北大学,Hebei University,,综合,河北,201.7,107
青岛大学,Qingdao University,,综合,山东,201.4,108
大连海事大学,Dalian Maritime University,一流学科 211,理工,辽宁,200.9,109
杭州师范大学,Hangzhou Normal University,,师范,浙江,200.9,109
浙江理工大学,Zhejiang Sci-Tech University,,理工,浙江,200.3,111
东北农业大学,Northeast Agricultural University - China,一流学科 211,农业,黑龙江,198.5,112
太原理工大学,Taiyuan University of Technology,一流学科 211,理工,山西,198.5,112
武汉科技大学,Wuhan University of Science and Technology,,理工,湖北,197.9,114
南京林业大学,Nanjing Forestry University,一流学科,林业,江苏,197.0,115
山西大学,Shanxi University,,综合,山西,196.6,116
东北林业大学,Northeast Forestry University - China,一流学科 211,林业,黑龙江,194.8,117
北京建筑大学,Beijing University of Civil Engineering and Architecture,,理工,北京,194.1,118
辽宁大学,Liaoning University,一流学科 211,综合,辽宁,192.9,119
福建农林大学,Fujian Agriculture and Forestry University,,农业,福建,192.5,120
江苏师范大学,Jiangsu Normal University,,师范,江苏,192.4,121
华侨大学,Huaqiao University,,综合,福建,191.7,122
内蒙古大学,Inner Mongolia University,一流学科 211,综合,内蒙古,191.6,123
汕头大学,Shantou University,,综合,广东,191.2,124
江西师范大学,Jiangxi Normal University,,师范,江西,188.8,125
长沙理工大学,Changsha University of Science and Technology,,理工,湖南,188.3,126
昆明理工大学,Kunming University of Science and Technology,,理工,云南,187.5,127
西安理工大学,Xi'an University of Technology,,理工,陕西,187.2,128
常州大学,Changzhou University,,理工,江苏,186.4,129
黑龙江大学,Heilongjiang University,,综合,黑龙江,184.1,130
湖北工业大学,Hubei University of Technology,,理工,湖北,184.1,130
西安建筑科技大学,Xi'an University of Architecture and Technology,,理工,陕西,182.6,132
西南石油大学,Southwest Petroleum University,一流学科,理工,四川,181.9,133
贵州大学,Guizhou University,一流学科 211,综合,贵州,181.6,134
河北师范大学,Hebei Normal University,,师范,河北,181.1,135
安徽师范大学,Anhui Normal University,,师范,安徽,180.8,136
重庆邮电大学,Chongqing University of Posts and Telecommunications,,理工,重庆,179.9,137
中国计量大学,China Jiliang University,,理工,浙江,178.3,138
济南大学,University of Jinan,,综合,山东,177.1,139
辽宁师范大学,Liaoning Normal University,,师范,辽宁,176.7,140
四川农业大学,Sichuan Agricultural University,一流学科 211,农业,四川,176.2,141
江苏科技大学,Jiangsu University of Science and Technology,,理工,江苏,175.9,142
河南师范大学,Henan Normal University,,师范,河南,175.7,143
温州大学,Wenzhou University,,综合,浙江,175.5,144
天津师范大学,Tianjin Normal University,,师范,天津,174.8,145
南通大学,Nantong University,,综合,江苏,174.6,146
上海海事大学,Shanghai Maritime University,,理工,上海,173.6,147
海南大学,Hainan University,一流学科 211,综合,海南,172.7,148
山东科技大学,Shandong University of Science and Technology,,综合,山东,172.3,149
天津工业大学,Tiangong University,一流学科,理工,天津,171.2,150
广西师范大学,Guangxi Normal University,,师范,广西,170.8,151
武汉工程大学,Wuhan Institute of Technology,,理工,湖北,170.8,151
新疆大学,Xinjiang University,一流大学B类 211,综合,新疆,170.3,153
上海海洋大学,Shanghai Ocean University,一流学科,农业,上海,169.9,154
河南农业大学,Henan Agricultural University,,农业,河南,169.7,155
成都理工大学,Chengdu University of Technology,一流学科,理工,四川,168.3,156
三峡大学,China Three Gorges University,,综合,湖北,167.9,157
国际关系学院,University of International Relations,,综合,北京,167.5,158
浙江农林大学,Zhejiang A&F University,,林业,浙江,167.0,159
湖南农业大学,Hunan Agricultural University,,农业,湖南,165.9,160
陕西科技大学,Shaanxi University of Science and Technology,,理工,陕西,165.2,161
北方工业大学,North China University of Technology,,理工,北京,164.8,162
西北师范大学,Northwest Normal University China,,师范,甘肃,164.0,163
曲阜师范大学,Qufu Normal University,,师范,山东,163.3,164
石河子大学,Shihezi University,一流学科 211,综合,新疆,163.3,164
山东农业大学,Shandong Agricultural University,,农业,山东,162.1,166
云南师范大学,Yunnan Normal University,,师范,云南,162.0,167
石家庄铁道大学,Shijiazhuang Tiedao University,,理工,河北,161.3,168
安徽农业大学,Anhui Agricultural University,,农业,安徽,160.5,169
安徽工业大学,Anhui University of Technology,,理工,安徽,160.4,170
四川师范大学,Sichuan Normal University,,师范,四川,159.7,171
青岛科技大学,Qingdao University of Science and Technology,,理工,山东,158.3,172
湖南科技大学,Hunan University of Science and Technology,,综合,湖南,158.1,173
重庆交通大学,Chongqing Jiaotong University,,理工,重庆,157.3,174
河北农业大学,Hebei Agricultural University,,农业,河北,156.8,175
长春理工大学,Changchun University of Science and Technology,,理工,吉林,156.7,176
天津理工大学,Tianjin University of Technology,,理工,天津,156.7,176
河南科技大学,Henan University of Science and Technology,,综合,河南,156.6,178
武汉纺织大学,Wuhan Textile University,,理工,湖北,155.6,179
中北大学,North University of China,,理工,山西,155.0,180
齐鲁工业大学,Qilu University of Technology,,理工,山东,154.6,181
北京信息科技大学,Beijing Information Science & Technology University,,理工,北京,154.5,182
沈阳农业大学,Shenyang Agricultural University,,农业,辽宁,154.4,183
宁夏大学,Ningxia University,一流学科 211,综合,宁夏,153.4,184
天津科技大学,Tianjin University of Science and Technology,,理工,天津,153.3,185
吉林农业大学,Jilin Agricultural University,,农业,吉林,151.2,186
沈阳建筑大学,Shenyang Jianzhu University,,理工,辽宁,151.2,186
苏州科技大学,Suzhou University of Science and Technology,,理工,江苏,151.2,186
上海电力大学,Shanghai University of Electric Power,,理工,上海,151.0,189
长江大学,Yangtze University,,综合,湖北,150.8,190
西安科技大学,Xi'an University of Science and Technology,,理工,陕西,150.3,191
浙江海洋大学,Zhejiang Ocean University,,农业,浙江,150.3,191
哈尔滨师范大学,Harbin Normal University,,师范,黑龙江,148.9,193
河南工业大学,Henan University of Technology,,理工,河南,148.8,194
沈阳航空航天大学,Shenyang Aerospace University,,理工,辽宁,148.8,194
哈尔滨理工大学,Harbin University of Science and Technology,,理工,黑龙江,148.6,196
华东交通大学,East China Jiaotong University,,理工,江西,147.9,197
上海工程技术大学,Shanghai University of Engineering Science,,理工,上海,147.4,198
延边大学,Yanbian University,一流学科 211,综合,吉林,147.4,198
河北科技大学,Hebei University of Science and Technology,,理工,河北,146.9,200
沈阳师范大学,Shenyang Normal University,,师范,辽宁,146.9,200
西南科技大学,Southwest University of Science and Technology,,理工,四川,146.7,202
中南林业科技大学,Central South University of Forestry & Technology,,林业,湖南,146.7,202
大连工业大学,Dalian Polytechnic University,,理工,辽宁,146.6,204
重庆师范大学,Chongqing Normal University,,师范,重庆,146.5,205
南昌航空大学,Nanchang Hangkong University,,理工,江西,146.2,206
河南理工大学,Henan Polytechnic University,,理工,河南,146.1,207
南华大学,University of South China,,综合,湖南,145.0,208
重庆理工大学,Chongqing University of Technology,,理工,重庆,144.9,209
渤海大学,Bohai University,,综合,辽宁,142.5,210
华北理工大学,North China University of Science and Technology,,综合,河北,142.2,211
兰州理工大学,Lanzhou University of Technology,,理工,甘肃,142.0,212
安徽理工大学,Anhui University of Science and Technology,,理工,安徽,141.9,213
大连大学,Dalian University,,综合,辽宁,141.9,213
海南师范大学,Hainan Normal University,,师范,海南,141.8,215
东北电力大学,Northeast Electric Power University,,理工,吉林,141.1,216
中国民航大学,Civil Aviation University of China,,理工,天津,141.0,217
大连交通大学,Dalian Jiaotong University,,理工,辽宁,140.7,218
成都信息工程大学,Chengdu University of Information Technology,,理工,四川,140.6,219
江西农业大学,Jiangxi Agricultural University,,农业,江西,140.1,220
烟台大学,Yantai University,,综合,山东,140.1,220
桂林电子科技大学,Guilin University of Electronic Technology,,理工,广西,139.5,222
东莞理工学院,Dongguan University of Technology,,理工,广东,138.6,223
郑州轻工业大学,Zhengzhou University of Light Industry,,理工,河南,138.4,224
武汉轻工大学,Wuhan Polytechnic University,,理工,湖北,137.9,225
西藏大学,Tibet University,一流学科 211,综合,西藏,137.9,225
北京农学院,Beijing University of Agriculture,,农业,北京,137.8,227
佛山科学技术学院,Foshan University,,综合,广东,137.4,228
北京电子科技学院,Beijing Electronic Science and Technology Institute,,理工,北京,137.1,229
厦门理工学院,Xiamen University of Technology,,理工,福建,137.1,229
上海应用技术大学,Shanghai Institute of Technology,,理工,上海,137.0,231
鲁东大学,Ludong University,,综合,山东,136.7,232
西安邮电大学,Xi'an University of Posts and Telecommunications,,理工,陕西,136.7,232
兰州交通大学,Lanzhou Jiaotong University,,理工,甘肃,136.6,234
沈阳工业大学,Shenyang University of Technology,,理工,辽宁,136.4,235
东北石油大学,Northeast Petroleum University,,理工,黑龙江,136.0,236
江汉大学,Jianghan University,,综合,湖北,135.9,237
内蒙古农业大学,Inner Mongolia Agricultural University,,农业,内蒙古,135.7,238
山东建筑大学,Shandong Jianzhu University,,理工,山东,135.5,239
东华理工大学,East China University of Technology,,理工,江西,135.2,240
华北水利水电大学,North China University of Water Resources and Electric Power,,理工,河南,135.1,241
桂林理工大学,Guilin University of Technology,,理工,广西,134.9,242
集美大学,Jimei University,,综合,福建,134.8,243
沈阳化工大学,Shenyang University of Chemical Technology,,理工,辽宁,134.8,243
青岛农业大学,Qingdao Agricultural University,,农业,山东,134.6,245
贵州师范大学,Guizhou Normal University,,师范,贵州,133.9,246
西华师范大学,China West Normal University,,师范,四川,133.0,247
青海大学,Qinghai University,一流学科 211,综合,青海,132.6,248
辽宁工业大学,Liaoning University of Technology,,理工,辽宁,132.2,249
山东理工大学,Shandong University of Technology,,理工,山东,132.0,250
青岛理工大学,Qingdao University of Technology,,理工,山东,131.6,251
安徽建筑大学,Anhui jianzhu University,,理工,安徽,131.5,252
江西理工大学,Jiangxi University of Science and Technology,,理工,江西,131.3,253
信阳师范学院,Xinyang Normal University,,师范,河南,130.6,254
西华大学,Xihua University,,综合,四川,130.5,255
山西师范大学,Shanxi Normal University,,师范,山西,130.4,256
西安石油大学,Xi'an Shiyou University,,理工,陕西,130.0,257
西安工程大学,Xi'an Polytechnic University,,理工,陕西,129.7,258
湖南工业大学,Hunan University of Technology,,理工,湖南,129.5,259
内蒙古工业大学,Inner Mongolia University of Technology,,理工,内蒙古,129.2,260
北京印刷学院,Beijing Institute of Graphic Communication,,理工,北京,128.9,261
新疆师范大学,Xinjiang Normal University,,师范,新疆,128.3,262
北京联合大学,Beijing Union University,,综合,北京,127.9,263
西安工业大学,Xi'an Technological University,,理工,陕西,127.9,263
湖州师范学院,Huzhou University,,师范,浙江,127.6,265
成都大学,Chengdu University,,综合,四川,127.4,266
吉首大学,Jishou University,,综合,湖南,127.0,267
南京工程学院,Nanjing Institute of Technology,,理工,江苏,126.8,268
北京石油化工学院,Beijing Institute of Petrochemical Technology,,理工,北京,126.6,269
辽宁工程技术大学,Liaoning Technical University,,理工,辽宁,126.5,270
吉林师范大学,Jilin Normal University,,师范,吉林,126.0,271
上海海关学院,Shanghai Customs College,,综合,上海,125.5,272
绍兴文理学院,Shaoxing University,,师范,浙江,124.5,273
南宁师范大学,Guangxi Teachers Education University,,师范,广西,124.4,274
合肥学院,Hefei University,,理工,安徽,124.3,275
河北工程大学,Hebei University of Engineering,,理工,河北,123.8,276
辽宁科技大学,University of Science and Technology Liaoning,,理工,辽宁,123.8,276
湖北师范大学,Hubei Normal University,,师范,湖北,123.7,278
沈阳理工大学,Shenyang Ligong University,,理工,辽宁,123.7,278
内蒙古师范大学,Inner Mongolia Normal University,,师范,内蒙古,123.4,280
云南农业大学,Yunnan Agricultural University,,农业,云南,123.2,281
聊城大学,Liaocheng University,,综合,山东,122.8,282
长春工业大学,Changchun University of Technology,,理工,吉林,122.7,283
新疆农业大学,Xinjiang Agricultural University,,农业,新疆,122.5,284
大连海洋大学,Dalian Ocean University,,农业,辽宁,122.2,285
中原工学院,Zhongyuan University of Technology,,理工,河南,122.1,286
安徽工程大学,Anhui Polytechnic University,,理工,安徽,121.8,287
甘肃农业大学,Gansu Agricultural University,,农业,甘肃,121.7,288
辽宁石油化工大学,Liaoning shihua University,,理工,辽宁,120.5,289
景德镇陶瓷大学,Jingdezhen Ceramic Institute,,理工,江西,120.2,290
山西农业大学,Shanxi Agricultural University,,农业,山西,119.6,291
天津城建大学,Tianjin Chengjian University,,理工,天津,119.5,292
浙江科技学院,Zhejiang University of Science and Technology,,理工,浙江,119.5,292
赣南师范大学,GanNan Normal University,,师范,江西,119.2,294
广东技术师范大学,Guangdong Polytechnic Normal University,,师范,广东,119.1,295
安庆师范大学,Anqing Normal University,,师范,安徽,119.0,296
江苏理工学院,Jiangsu University of Technology,,理工,江苏,118.5,297
宁波工程学院,Ningbo University of Technology,,理工,浙江,118.5,297
盐城师范学院,Yancheng Teachers University,,师范,江苏,118.3,299
淮北师范大学,Huaibei Normal University,,师范,安徽,118.2,300
沈阳大学,Shenyang University,,综合,辽宁,118.0,301
重庆科技学院,Chongqing University of Science and Technology,,理工,重庆,117.8,302
嘉兴学院,Jiaxing University,,综合,浙江,117.7,303
西南林业大学,Southwest Forestry University,,林业,云南,117.3,304
淮阴师范学院,Huaiyin Normal University,,师范,江苏,117.1,305
盐城工学院,Yancheng Institute of Technology,,理工,江苏,117.0,306
五邑大学,Wuyi University,,综合,广东,116.5,307
常熟理工学院,Changshu Institute of Technology,,综合,江苏,116.4,308
广东海洋大学,Guangdong Ocean University,,农业,广东,116.1,309
上海第二工业大学,Shanghai Second Polytechnic University,,理工,上海,115.9,310
福建工程学院,Fujian University of Technology,,理工,福建,115.6,311
大理大学,Dali University,,综合,云南,115.2,312
四川轻化工大学,Sichuan University of Science and Engineering,,理工,四川,114.9,313
黑龙江八一农垦大学,Heilongjiang Bayi Agricultural University,,农业,黑龙江,113.6,314
内蒙古科技大学,Inner Mongolia University of Science & Technology,,综合,内蒙古,113.6,314
延安大学,Yan'an University,,综合,陕西,113.5,316
天津农学院,Tianjin Agricultural University,,农业,天津,113.3,317
内蒙古民族大学,Inner Mongolia University for Nationalities,,综合,内蒙古,112.8,318
天津职业技术师范大学,TianJin University of Technology and Education,,师范,天津,112.8,318
闽江学院,Minjiang University,,理工,福建,112.3,320
湖南理工学院,Hunan Institute of Science and Technology,,理工,湖南,112.2,321
淮阴工学院,Huaiyin Institute of Technology,,理工,江苏,111.9,322
江西科技师范大学,Jiangxi Science and Technology Normal University,,师范,江西,111.9,322
江苏海洋大学,Huaihai Institute of Technology,,理工,江苏,111.8,324
闽南师范大学,Minnan Normal University,,师范,福建,111.8,324
黑龙江科技大学,Heilongjiang University of Science and Technology,,理工,黑龙江,111.6,326
北华大学,Beihua University,,综合,吉林,111.5,327
仲恺农业工程学院,Zhongkai University of Agriculture and Engineering,,农业,广东,111.4,328
太原科技大学,Taiyuan University of Science and Technology,,理工,山西,111.2,329
南昌工程学院,Nanchang Institute of Technology,,理工,江西,110.5,330
长江师范学院,Yangtze Normal University,,师范,重庆,110.4,331
南京晓庄学院,Nanjing XiaoZhuang University,,师范,江苏,109.9,332
湖北科技学院,Hubei University of Science and Technology,,综合,湖北,109.7,333
台州学院,Taizhou University,,综合,浙江,109.1,334
重庆文理学院,Chongqing University of Arts and Science,,综合,重庆,108.8,335
金陵科技学院,Jinling Institute of Technology,,综合,江苏,108.5,336
临沂大学,Linyi University,,综合,山东,107.8,337
湖北文理学院,Hubei University of Arts and Science,,综合,湖北,107.7,338
吉林建筑大学,Jilin Jianzhu University,,理工,吉林,107.7,338
齐齐哈尔大学,Qiqihar University,,综合,黑龙江,107.2,340
河北科技师范学院,Hebei Normal University of Science and Technology,,师范,河北,107.0,341
青海师范大学,Qinghai Normal University,,师范,青海,106.6,342
浙江万里学院,Zhejiang Wanli University,,理工,浙江,106.5,343
安阳师范学院,Anyang Normal University,,师范,河南,105.7,344
江苏第二师范学院,Jiangsu Second Normal University,,师范,江苏,105.0,345
长沙学院,Changsha University,,理工,湖南,104.7,346
合肥师范学院,Hefei Normal University,,师范,安徽,104.7,346
塔里木大学,Tarim University,,综合,新疆,104.7,346
徐州工程学院,Xuzhou Institute of Technology,,理工,江苏,104.7,346
湖北第二师范学院,Hubei University of Education,,师范,湖北,104.3,350
常州工学院,Changzhou Institute of Technology,,理工,江苏,104.2,351
井冈山大学,Jinggangshan University,,综合,江西,104.1,352
岭南师范学院,LingNan Normal University,,师范,广东,103.7,353
广西科技大学,Guangxi University of Science and Technology,,理工,广西,103.1,354
长春大学,Changchun University,,综合,吉林,102.9,355
贵州师范学院,Guizhou Normal College,,师范,贵州,102.9,355
洛阳师范学院,Luoyang Normal University,,师范,河南,102.8,357
佳木斯大学,Jiamusi University,,综合,黑龙江,102.3,358
上海电机学院,Shanghai Dianji University,,理工,上海,102.2,359
南阳师范学院,Nanyang Normal University,,师范,河南,102.0,360
河北建筑工程学院,Hebei University of Architecture,,理工,河北,101.3,361
西藏农牧学院,Tibet Agriculture and Animal Husbandry University,,农业,西藏,101.1,362
惠州学院,Huizhou University,,综合,广东,100.7,363
北华航天工业学院,North China Institute of Aerospace Engineering,,理工,河北,100.0,364
广东第二师范学院,Guangdong University of Education,,师范,广东,99.6,365
广东石油化工学院,Guangdong University of Petrochemical Technology,,综合,广东,99.5,366
湖北汽车工业学院,Hubei University of Automotive Technology,,理工,湖北,99.3,367
衡阳师范学院,Hengyang Normal University,,师范,湖南,98.9,368
黄冈师范学院,Huanggang Normal University,,师范,湖北,98.6,369
丽水学院,Lishui University,,师范,浙江,98.6,369
洛阳理工学院,Luoyang Institute of Science and Technology,,综合,河南,98.5,371
北部湾大学,Beibu Gulf University,,综合,广西,97.9,372
湖南第一师范学院,Hunan First Normal University,,师范,湖南,97.9,372
肇庆学院,Zhaoqing University,,综合,广东,97.6,374
重庆三峡学院,Chongqing Three Gorges University,,综合,重庆,97.4,375
长春师范大学,Changchun Normal University,,师范,吉林,97.2,376
阜阳师范大学,Fuyang Normal University,,师范,安徽,96.9,377
乐山师范学院,Leshan Normal University,,师范,四川,96.9,377
湖北理工学院,Hubei Polytechnic University,,理工,湖北,96.1,379
石家庄学院,Shijiazhuang University,,师范,河北,96.0,380
湖北工程学院,Hubei Engineering University,,综合,湖北,95.9,381
中国民用航空飞行学院,Civil Aviation Flight University of China,,理工,四川,95.9,381
河南科技学院,Henan Institute of Science and Technology,,师范,河南,95.8,383
沈阳工程学院,Shenyang Institute of Engineering,,理工,辽宁,95.7,384
铜仁学院,Tongren University,,综合,贵州,95.7,384
成都工业学院,Chengdu Technological University,,理工,四川,95.6,386
防灾科技学院,Institute of Disaster Prevention,,理工,河北,95.4,387
黑龙江工程学院,Heilongjiang Institute of Technology,,理工,黑龙江,95.4,387
曲靖师范学院,Qujing Normal University,,师范,云南,95.4,387
陕西理工大学,Shaanxi University of Technology,,理工,陕西,95.1,390
玉林师范学院,Yulin Normal University,,师范,广西,95.1,390
九江学院,Jiujiang University,,综合,江西,94.9,392
绵阳师范学院,Mianyang Teachers' College,,师范,四川,94.9,392
唐山师范学院,Tangshan Normal University,,师范,河北,94.9,392
华北科技学院,North China Institute of Science and Technology,,理工,河北,94.6,395
泉州师范学院,Quanzhou Normal University,,师范,福建,94.5,396
宝鸡文理学院,Baoji University of Arts and Sciences,,师范,陕西,93.5,397
重庆第二师范学院,Chongqing University of Education,,师范,重庆,93.3,398
郑州师范学院,Zhengzhou Normal University,,师范,河南,93.3,398
安徽科技学院,Anhui Science and Technology University,,师范,安徽,93.2,400
湖南文理学院,Hunan University of Arts and Science,,综合,湖南,93.1,401
湖南工程学院,Hunan Institute of Engineering,,理工,湖南,93.0,402
贵州理工学院,Guizhou Institute of Technology,,理工,贵州,92.6,403
韩山师范学院,Hanshan Normal University,,师范,广东,92.6,403
内江师范学院,Neijiang Normal University,,师范,四川,92.5,405
许昌学院,Xuchang University,,理工,河南,92.5,405
滁州学院,Chuzhou University,,师范,安徽,92.2,407
凯里学院,Kaili University,,综合,贵州,91.8,408
莆田学院,Putian University,,综合,福建,91.6,409
商丘师范学院,Shangqiu Normal University,,师范,河南,91.5,410
韶关学院,Shaoguan University,,综合,广东,91.4,411
攀枝花学院,Panzhihua University,,综合,四川,91.1,412
湖南城市学院,Hunan City University,,综合,湖南,91.0,413
宜春学院,Yichun University,,综合,江西,91.0,413
