univNameCn,univNameEn,univTags,univCategory,province,score,ranking
浙江工业大学,Zhejiang University of Technology,,理工,浙江,38.0,85
北京中医药大学,Beijing University of Chinese Medicine,一流学科 211,医药,北京,37.9,86
华侨大学,Huaqiao University,,综合,福建,37.9,86
西北农林科技大学,Northwest A&F University,一流大学B类 985 211,农业,陕西,37.9,86
北京林业大学,Beijing Forestry University,一流学科 211,林业,北京,37.8,89
东北财经大学,Dongbei University of Finance and Economics,,财经,辽宁,37.8,89
南京邮电大学,Nanjing University of Posts and Telecommunications,一流学科,理工,江苏,37.7,91
深圳大学,Shenzhen University,,综合,广东,37.7,91
中央民族大学,Minzu University of China,一流大学A类 985 211,民族,北京,37.7,91
南京工业大学,Nanjing Tech University,,理工,江苏,37.6,94
中国政法大学,China University of Political Science and Law,一流学科 211,政法,北京,37.6,94
大连医科大学,Dalian Medical University,,医药,辽宁,37.5,96
中国石油大学（北京）,China University of Petroleum - Beijing,一流学科 211,理工,北京,37.3,97
西北大学,Northwest University,一流学科 211,综合,陕西,37.2,98
中国传媒大学,Communication University of China,一流学科 211,语言,北京,37.2,98
宁波大学,Ningbo University,一流学科,综合,浙江,36.8,100
扬州大学,Yangzhou University,,综合,江苏,36.8,100
华南师范大学,South China Normal University,一流学科 211,师范,广东,36.7,102
陕西师范大学,Shaanxi Normal University,一流学科 211,师范,陕西,36.7,102
浙江师范大学,Zhejiang Normal University,,师范,浙江,36.5,104
首都经济贸易大学,Capital University of Economics & Business,,财经,北京,36.4,105
西交利物浦大学,Xi'an Jiaotong-Liverpool University,,综合,江苏,36.4,105
首都师范大学,Capital Normal University,一流学科,师范,北京,36.2,107
浙江理工大学,Zhejiang Sci-Tech University,,理工,浙江,36.2,107
广东外语外贸大学,Guangdong University of Foreign Studies,,语言,广东,36.1,109
湖南师范大学,Hunan Normal University,一流学科 211,师范,湖南,35.9,110
汕头大学,Shantou University,,综合,广东,35.9,110
燕山大学,Yanshan University,,理工,河北,35.9,110
杭州电子科技大学,Hangzhou Dianzi University,,理工,浙江,35.8,113
广西医科大学,Guangxi Medical University,,医药,广西,35.7,114
南京财经大学,Nanjing University of Finance & Economics,,财经,江苏,35.6,115
中国矿业大学（北京）,China University of Mining and Technology - Beijing,一流学科 211,理工,北京,35.6,115
哈尔滨医科大学,Harbin Medical University,,医药,黑龙江,35.5,117
安徽大学,Anhui University,一流学科 211,综合,安徽,35.4,118
河北医科大学,Hebei Medical University,,医药,河北,35.4,118
湖北大学,Hubei University,,综合,湖北,35.3,120
河北工业大学,Hebei University of Technology,一流学科 211,理工,天津,35.2,121
云南大学,Yunnan University,一流大学B类 211,综合,云南,35.2,121
大连海事大学,Dalian Maritime University,一流学科 211,理工,辽宁,35.1,123
上海理工大学,University of Shanghai for Science and Technology,,理工,上海,35.1,123
湘潭大学,Xiangtan University,,综合,湖南,35.0,125
长安大学,Chang'an University,一流学科 211,理工,陕西,34.8,126
杭州师范大学,Hangzhou Normal University,,师范,浙江,34.8,126
太原理工大学,Taiyuan University of Technology,一流学科 211,理工,山西,34.6,128
重庆医科大学,Chongqing Medical University,,医药,重庆,34.5,129
浙江工商大学,Zhejiang Gongshang University,,财经,浙江,34.3,130
沈阳药科大学,Shenyang Pharmaceutical University,,医药,辽宁,34.1,131
上海对外经贸大学,Shanghai University of International Business and Economics,,财经,上海,33.9,132
温州医科大学,Wenzhou Medical University,,医药,浙江,33.9,132
上海师范大学,Shanghai Normal University,,师范,上海,33.7,134
南昌大学,Nanchang University,一流学科 211,综合,江西,33.5,135
浙江财经大学,Zhejiang University of Finance and Economics,,财经,浙江,33.5,135
广西大学,Guangxi University,一流学科 211,综合,广西,33.4,137
江西财经大学,Jiangxi University of Finance & Economics,,财经,江西,33.4,137
辽宁大学,Liaoning University,一流学科 211,综合,辽宁,33.4,137
青岛大学,Qingdao University,,综合,山东,33.4,137
武汉科技大学,Wuhan University of Science and Technology,,理工,湖北,33.4,137
东北农业大学,Northeast Agricultural University - China,一流学科 211,农业,黑龙江,33.3,142
华南农业大学,South China Agricultural University,,农业,广东,33.2,143
广东工业大学,Guangdong University of Technology,,理工,广东,33.0,144
山西大学,Shanxi University,,综合,山西,32.8,145
安徽医科大学,Anhui Medical University,,医药,安徽,32.7,146
东北林业大学,Northeast Forestry University - China,一流学科 211,林业,黑龙江,32.6,147
徐州医科大学,Xuzhou Medical College,,医药,江苏,32.6,147
郑州大学,Zhengzhou University,一流大学B类 211,综合,河南,32.6,147
广州医科大学,Guangzhou Medical University,,医药,广东,32.5,150
三峡大学,China Three Gorges University,,综合,湖北,32.5,150
黑龙江大学,Heilongjiang University,,综合,黑龙江,32.4,152
上海海事大学,Shanghai Maritime University,,理工,上海,32.3,153
福建医科大学,Fujian Medical University,,医药,福建,32.1,154
河北大学,Hebei University,,综合,河北,32.1,154
江苏师范大学,Jiangsu Normal University,,师范,江苏,32.1,154
广西师范大学,Guangxi Normal University,,师范,广西,32.0,157
济南大学,University of Jinan,,综合,山东,32.0,157
石家庄铁道大学,Shijiazhuang Tiedao University,,理工,河北,32.0,157
天津师范大学,Tianjin Normal University,,师范,天津,32.0,157
北京体育大学,Beijing Sport University,一流学科 211,体育,北京,31.9,161
武汉工程大学,Wuhan Institute of Technology,,理工,湖北,31.9,161
北京工商大学,Beijing Technology and Business University,,财经,北京,31.8,163
天津财经大学,Tianjin University of Finance & Economics,,财经,天津,31.7,164
北京物资学院,Beijing Wuzi University,,财经,北京,31.6,165
天津工业大学,Tiangong University,一流学科,理工,天津,31.6,165
长沙理工大学,Changsha University of Science and Technology,,理工,湖南,31.5,167
中南民族大学,South Central University For Nationalities,,民族,湖北,31.5,167
渤海大学,Bohai University,,综合,辽宁,31.4,169
湖北工业大学,Hubei University of Technology,,理工,湖北,31.4,169
南京审计大学,Nanjing Audit University,,财经,江苏,31.4,169
南京中医药大学,Nanjing University of Chinese Medicine,一流学科,医药,江苏,31.4,169
河北师范大学,Hebei Normal University,,师范,河北,31.3,173
河南大学,Henan University,一流学科,综合,河南,31.3,173
中国人民公安大学,People's Public Security University of China,一流学科,政法,北京,31.3,173
广州大学,Guangzhou University,,综合,广东,31.2,176
山东师范大学,Shandong Normal University,,师范,山东,31.2,176
四川农业大学,Sichuan Agricultural University,一流学科 211,农业,四川,31.2,176
常州大学,Changzhou University,,理工,江苏,31.1,179
南通大学,Nantong University,,综合,江苏,31.1,179
中国民航大学,Civil Aviation University of China,,理工,天津,31.0,181
广州中医药大学,Guangzhou University of Chinese Medicine,一流学科,医药,广东,30.9,182
北京建筑大学,Beijing University of Civil Engineering and Architecture,,理工,北京,30.8,183
安徽财经大学,Anhui University of Finance and Economics,,财经,安徽,30.7,184
天津中医药大学,Tianjin University of Traditional Chinese Medicine,一流学科,医药,天津,30.7,184
武汉纺织大学,Wuhan Textile University,,理工,湖北,30.7,184
江苏科技大学,Jiangsu University of Science and Technology,,理工,江苏,30.6,187
重庆工商大学,Chongqing Technology and Business University,,财经,重庆,30.5,188
河北科技大学,Hebei University of Science and Technology,,理工,河北,30.5,188
温州大学,Wenzhou University,,综合,浙江,30.5,188
华北理工大学,North China University of Science and Technology,,综合,河北,30.4,191
辽宁工业大学,Liaoning University of Technology,,理工,辽宁,30.4,191
青岛科技大学,Qingdao University of Science and Technology,,理工,山东,30.4,191
西安理工大学,Xi'an University of Technology,,理工,陕西,30.4,191
北方工业大学,North China University of Technology,,理工,北京,30.3,195
重庆邮电大学,Chongqing University of Posts and Telecommunications,,理工,重庆,30.3,195
昆明医科大学,Kunming Medical University,,医药,云南,30.3,195
云南师范大学,Yunnan Normal University,,师范,云南,30.3,195
长春理工大学,Changchun University of Science and Technology,,理工,吉林,30.2,199
福建师范大学,Fujian Normal University,,师范,福建,30.2,199
宁夏医科大学,Ningxia Medical University,,医药,宁夏,30.2,199
浙江农林大学,Zhejiang A&F University,,林业,浙江,30.2,199
中国计量大学,China Jiliang University,,理工,浙江,30.2,199
湖北中医药大学,Hubei University of Chinese Medicine,,医药,湖北,30.1,204
内蒙古大学,Inner Mongolia University,一流学科 211,综合,内蒙古,30.1,204
沈阳航空航天大学,Shenyang Aerospace University,,理工,辽宁,30.1,204
河南师范大学,Henan Normal University,,师范,河南,30.0,207
上海海洋大学,Shanghai Ocean University,一流学科,农业,上海,30.0,207
苏州科技大学,Suzhou University of Science and Technology,,理工,江苏,30.0,207
天津理工大学,Tianjin University of Technology,,理工,天津,30.0,207
山东财经大学,Shandong University of Finance and Economics,,财经,山东,29.9,211
安徽工业大学,Anhui University of Technology,,理工,安徽,29.7,212
湖北第二师范学院,Hubei University of Education,,师范,湖北,29.7,212
沈阳医学院,Shenyang Medical College,,医药,辽宁,29.7,212
安徽师范大学,Anhui Normal University,,师范,安徽,29.6,215
海南大学,Hainan University,一流学科 211,综合,海南,29.6,215
黑龙江中医药大学,Heilongjiang University of Chinese Medicine,,医药,黑龙江,29.5,217
湖南农业大学,Hunan Agricultural University,,农业,湖南,29.5,217
新乡医学院,Xinxiang Medical University,,医药,河南,29.5,217
长江大学,Yangtze University,,综合,湖北,29.4,220
福建农林大学,Fujian Agriculture and Forestry University,,农业,福建,29.4,220
西安建筑科技大学,Xi'an University of Architecture and Technology,,理工,陕西,29.4,220
江西师范大学,Jiangxi Normal University,,师范,江西,29.3,223
山东科技大学,Shandong University of Science and Technology,,理工,山东,29.3,223
贵州大学,Guizhou University,一流学科 211,综合,贵州,29.2,225
辽宁师范大学,Liaoning Normal University,,师范,辽宁,29.2,225
上海电力大学,Shanghai University of Electric Power,,理工,上海,29.2,225
湖南中医药大学,Hunan University of Chinese Medicine,,医药,湖南,29.1,228
上海立信会计金融学院,Shanghai Lixin University of Accounting and Finance,,财经,上海,29.1,228
天津科技大学,Tianjin University of Science and Technology,,理工,天津,29.1,228
武汉轻工大学,Wuhan Polytechnic University,,理工,湖北,29.1,228
延边大学,Yanbian University,一流学科 211,综合,吉林,29.1,228
集美大学,Jimei University,,综合,福建,29.0,233
闽南师范大学,Minnan Normal University,,师范,福建,29.0,233
北京信息科技大学,Beijing Information Science & Technology University,,理工,北京,28.9,235
河北农业大学,Hebei Agricultural University,,农业,河北,28.9,235
湖北经济学院,Hubei University of Economics,,财经,湖北,28.9,235
湖南工业大学,Hunan University of Technology,,理工,湖南,28.9,235
南京工程学院,Nanjing Institute of Technology,,理工,江苏,28.9,235
西南民族大学,Southwest Minzu University,,民族,四川,28.9,235
山西财经大学,Shanxi University of Finance and Economics,,财经,山西,28.8,241
西华师范大学,China West Normal University,,师范,四川,28.8,241
广西民族大学,Guangxi University for Nationalities,,民族,广西,28.7,243
桂林医学院,Guilin Medical University,,医药,广西,28.7,243
江汉大学,Jianghan University,,综合,湖北,28.7,243
四川师范大学,Sichuan Normal University,,师范,四川,28.7,243
成都理工大学,Chengdu University of Technology,一流学科,理工,四川,28.6,247
重庆交通大学,Chongqing Jiaotong University,,理工,重庆,28.6,247
山西师范大学,Shanxi Normal University,,师范,山西,28.6,247
锦州医科大学,Jinzhou Medical University,,医药,辽宁,28.5,250
南华大学,University of South China,,综合,湖南,28.5,250
西南石油大学,Southwest Petroleum University,一流学科,理工,四川,28.5,250
浙江中医药大学,Zhejiang Chinese Medical University,,医药,浙江,28.5,250
河南理工大学,Henan Polytechnic University,,理工,河南,28.4,254
湖南科技大学,Hunan University of Science and Technology,,综合,湖南,28.4,254
桂林电子科技大学,Guilin University of Electronic Technology,,理工,广西,28.3,256
信阳师范学院,Xinyang Normal University,,师范,河南,28.3,256
福建中医药大学,Fujian University of Traditional Chinese Medicine,,医药,福建,28.2,258
广西中医药大学,Guangxi University of Chinese Medicine,,医药,广西,28.2,258
湖北师范大学,Hubei Normal University,,师范,湖北,28.2,258
吉林师范大学,Jilin Normal University,,师范,吉林,28.2,258
昆明理工大学,Kunming University of Science and Technology,,理工,云南,28.2,258
新疆医科大学,Xinjiang Medical University,,医药,新疆,28.2,258
中北大学,North University of China,,理工,山西,28.2,258
长春中医药大学,Changchun University of Chinese Medicine,,医药,吉林,28.1,265
西南医科大学,Southwest Medical University,,医药,四川,28.1,265
浙江传媒学院,Communication University of Zhejiang,,语言,浙江,28.1,265
曲阜师范大学,Qufu Normal University,,师范,山东,28.0,268
陕西科技大学,Shaanxi University of Science and Technology,,理工,陕西,28.0,268
重庆师范大学,Chongqing Normal University,,师范,重庆,27.9,270
东北电力大学,Northeast Electric Power University,,理工,吉林,27.9,270
中南林业科技大学,Central South University of Forestry & Technology,,林业,湖南,27.9,270
哈尔滨师范大学,Harbin Normal University,,师范,黑龙江,27.8,273
湖州师范学院,Huzhou University,,师范,浙江,27.8,273
吉林财经大学,Jilin University of Finance and Economics,,财经,吉林,27.8,273
辽宁中医药大学,Liaoning University of Traditional Chinese Medicine,,医药,辽宁,27.8,273
南京林业大学,Nanjing Forestry University,一流学科,林业,江苏,27.8,273
云南财经大学,Yunnan University of Finance and Economics,,财经,云南,27.7,278
常熟理工学院,Changshu Institute of Technology,,理工,江苏,27.6,279
重庆理工大学,Chongqing University of Technology,,理工,重庆,27.6,279
广东医科大学,Guangdong Medical University,,医药,广东,27.6,279
哈尔滨理工大学,Harbin University of Science and Technology,,理工,黑龙江,27.6,279
河南财经政法大学,Henan University of Economics and Law,,财经,河南,27.6,279
西安邮电大学,Xi'an University of Posts and Telecommunications,,理工,陕西,27.6,279
广东财经大学,Guangdong University of Finance and Economics,,财经,广东,27.5,285
青岛理工大学,Qingdao University of Technology,,理工,山东,27.5,285
湖北医药学院,Hubei University of Medicine,,医药,湖北,27.4,287
山西医科大学,Shanxi Medical University,,医药,山西,27.4,287
东北石油大学,Northeast Petroleum University,,理工,黑龙江,27.3,289
兰州交通大学,Lanzhou Jiaotong University,,理工,甘肃,27.3,289
山东农业大学,Shandong Agricultural University,,农业,山东,27.3,289
西北师范大学,Northwest Normal University China,,师范,甘肃,27.3,289
右江民族医学院,Youjiang Medical University for Nationalites,,医药,广西,27.3,289
河南工业大学,Henan University of Technology,,理工,河南,27.2,294
上海体育学院,Shanghai University of Sport,一流学科,体育,上海,27.2,294
黄冈师范学院,Huanggang Normal University,,师范,湖北,27.0,296
宁夏大学,Ningxia University,一流学科 211,综合,宁夏,27.0,296
绍兴文理学院,Shaoxing University,,师范,浙江,27.0,296
沈阳建筑大学,Shenyang Jianzhu University,,理工,辽宁,27.0,296
浙江科技学院,Zhejiang University of Science and Technology,,理工,浙江,27.0,296
大连交通大学,Dalian Jiaotong University,,理工,辽宁,26.9,301
安徽农业大学,Anhui Agricultural University,,农业,安徽,26.8,302
成都中医药大学,Chengdu University of Traditional Chinese Medicine,一流学科,医药,四川,26.8,302
河北经贸大学,Hebei University of Economics and Business,,财经,河北,26.8,302
河南农业大学,Henan Agricultural University,,农业,河南,26.8,302
南宁师范大学,Guangxi Teachers Education University,,师范,广西,26.8,302
浙江海洋大学,Zhejiang Ocean University,,农业,浙江,26.8,302
桂林理工大学,Guilin University of Technology,,理工,广西,26.7,308
上海工程技术大学,Shanghai University of Engineering Science,,理工,上海,26.7,308
新疆大学,Xinjiang University,一流大学B类 211,综合,新疆,26.7,308
烟台大学,Yantai University,,综合,山东,26.7,308
上海应用技术大学,Shanghai Institute of Technology,,理工,上海,26.6,312
长春工业大学,Changchun University of Technology,,理工,吉林,26.5,313
大连民族大学,Dalian Minzu University,,民族,辽宁,26.5,313
河北工程大学,Hebei University of Engineering,,理工,河北,26.5,313
河南科技大学,Henan University of Science and Technology,,理工,河南,26.5,313
兰州理工大学,Lanzhou University of Technology,,理工,甘肃,26.5,313
上海第二工业大学,Shanghai Second Polytechnic University,,理工,上海,26.5,313
大理大学,Dali University,,综合,云南,26.4,319
重庆文理学院,Chongqing University of Arts and Science,,综合,重庆,26.3,320
河北北方学院,Hebei North University,,综合,河北,26.3,320
盐城工学院,Yancheng Institute of Technology,,理工,江苏,26.3,320
大连大学,Dalian University,,综合,辽宁,26.2,323
广东药科大学,Guangdong Pharmaceutical University,,医药,广东,26.2,323
华东交通大学,East China Jiaotong University,,理工,江西,26.2,323
江苏理工学院,Jiangsu University of Technology,,理工,江苏,26.2,323
沈阳师范大学,Shenyang Normal University,,师范,辽宁,26.2,323
西安工业大学,Xi'an Technological University,,理工,陕西,26.2,323
北京印刷学院,Beijing Institute of Graphic Communication,,理工,北京,26.1,329
淮阴师范学院,Huaiyin Normal University,,师范,江苏,26.1,329
内蒙古医科大学,Inner Mongolia Medical University,,医药,内蒙古,26.1,329
玉林师范学院,Yulin Normal University,,师范,广西,26.1,329
大连工业大学,Dalian Polytechnic University,,理工,辽宁,26.0,333
河北地质大学,Hebei GEO University,,财经,河北,26.0,333
湖北工程学院,Hubei Engineering University,,综合,湖北,26.0,333
沈阳工业大学,Shenyang University of Technology,,理工,辽宁,26.0,333
贵州医科大学,Guizhou Medical University,,医药,贵州,25.9,337
厦门理工学院,Xiamen University of Technology,,理工,福建,25.9,337
云南中医药大学,Yunnan University of Chinese Medicine,,医药,云南,25.9,337
承德医学院,Chengde Medical College,,医药,河北,25.8,340
广东海洋大学,Guangdong Ocean University,,农业,广东,25.8,340
太原科技大学,Taiyuan University of Science and Technology,,理工,山西,25.8,340
天津商业大学,Tianjin University of Commerce,,财经,天津,25.8,340
徐州工程学院,Xuzhou Institute of Technology,,理工,江苏,25.8,340
盐城师范学院,Yancheng Teachers University,,师范,江苏,25.8,340
长春大学,Changchun University,,综合,吉林,25.7,346
金陵科技学院,Jinling Institute of Technology,,理工,江苏,25.7,346
湖北汽车工业学院,Hubei University of Automotive Technology,,理工,湖北,25.6,348
南京晓庄学院,Nanjing XiaoZhuang University,,师范,江苏,25.6,348
西安科技大学,Xi'an University of Science and Technology,,理工,陕西,25.6,348
郑州师范学院,Zhengzhou Normal University,,师范,河南,25.6,348
广东技术师范大学,Guangdong Polytechnic Normal University,,师范,广东,25.5,352
哈尔滨商业大学,Harbin University of Commerce,,财经,黑龙江,25.5,352
海南师范大学,Hainan Normal University,,师范,海南,25.5,352
湖南工商大学,Hunan University of Commerce,,财经,湖南,25.5,352
山西大同大学,Shanxi Datong University,,综合,山西,25.5,352
沈阳农业大学,Shenyang Agricultural University,,农业,辽宁,25.5,352
安阳师范学院,Anyang Normal University,,师范,河南,25.4,358
嘉兴学院,Jiaxing University,,综合,浙江,25.4,358
齐齐哈尔医学院,Qiqihar Medical University,,医药,黑龙江,25.4,358
山东中医药大学,Shandong University of Traditional Chinese Medicine,,医药,山东,25.4,358
太原师范学院,Taiyuan Normal University,,师范,山西,25.4,358
潍坊医学院,Weifang Medical University,,医药,山东,25.4,358
安徽建筑大学,Anhui jianzhu University,,理工,安徽,25.3,364
滨州医学院,Binzhou Medical University,,医药,山东,25.3,364
川北医学院,North Sichuan Medical College,,医药,四川,25.3,364
广东金融学院,Guangdong University of Finance,,财经,广东,25.3,364
淮北师范大学,Huaibei Normal University,,师范,安徽,25.3,364
吉首大学,Jishou University,,综合,湖南,25.3,364
南昌航空大学,Nanchang Hangkong University,,理工,江西,25.3,364
西安医学院,Xi'an Medical University,,医药,陕西,25.3,364
郑州轻工业大学,Zhengzhou University of Light Industry,,理工,河南,25.3,364
长沙学院,Changsha University,,理工,湖南,25.2,373
大连海洋大学,Dalian Ocean University,,农业,辽宁,25.2,373
辽宁工程技术大学,Liaoning Technical University,,理工,辽宁,25.2,373
山西农业大学,Shanxi Agricultural University,,农业,山西,25.2,373
湖南第一师范学院,Hunan First Normal University,,师范,湖南,25.1,377
吉林农业大学,Jilin Agricultural University,,农业,吉林,25.1,377
济宁医学院,Jining Medical University,,医药,山东,25.1,377
西华大学,Xihua University,,综合,四川,25.1,377
北京农学院,Beijing University of Agriculture,,农业,北京,25.0,381
佛山科学技术学院,Foshan University,,综合,广东,25.0,381
江苏第二师范学院,Jiangsu Second Normal University,,师范,江苏,25.0,381
江苏海洋大学,Huaihai Institute of Technology,,理工,江苏,25.0,381
西安石油大学,Xi'an Shiyou University,,理工,陕西,24.9,385
海南医学院,Hainan Medical University,,医药,海南,24.8,386
河北科技师范学院,Hebei Normal University of Science and Technology,,师范,河北,24.8,386
湖北民族大学,Hubei Minzu University,,民族,湖北,24.8,386
陕西中医药大学,Shaanxi University of Chinese Medicine,,医药,陕西,24.8,386
石河子大学,Shihezi University,一流学科 211,综合,新疆,24.8,386
北华大学,Beihua University,,综合,吉林,24.7,391
长治医学院,Changzhi Medical College,,医药,山西,24.7,391
牡丹江医学院,Mudanjiang Medical University,,医药,黑龙江,24.7,391
浙江外国语学院,Zhejiang International Studies University,,语言,浙江,24.7,391
安徽工程大学,Anhui Polytechnic University,,理工,安徽,24.6,395
湖南理工学院,Hunan Institute of Science and Technology,,理工,湖南,24.6,395
西安工程大学,Xi'an Polytechnic University,,理工,陕西,24.5,397
北京石油化工学院,Beijing Institute of Petrochemical Technology,,理工,北京,24.4,398
河南中医药大学,Henan University of Traditional Chinese Medicine,,医药,河南,24.4,398
江西理工大学,Jiangxi University of Science and Technology,,理工,江西,24.4,398
长春师范大学,Changchun Normal University,,师范,吉林,24.3,401
湖北科技学院,Hubei University of Science and Technology,,综合,湖北,24.3,401
福建工程学院,Fujian University of Technology,,理工,福建,24.2,403
贵州师范学院,Guizhou Normal College,,师范,贵州,24.2,403
吉林医药学院,Jilin Medical College,,医药,吉林,24.2,403
山东第一医科大学,Shandong First Medical University,,医药,山东,24.2,403
云南民族大学,Yunnan Minzu University,,民族,云南,24.2,403
