univNameCn,univNameEn,univTags,univCategory,province,score,ranking
华北电力大学,North China Electric Power University,一流学科 211,理工,北京,40.1,56
深圳大学,Shenzhen University,,综合,广东,40.0,58
江南大学,Jiangnan University,一流学科 211,综合,江苏,39.6,59
南京师范大学,Nanjing Normal University,一流学科 211,师范,江苏,39.6,59
北京工业大学,Beijing University of Technology,一流学科 211,理工,北京,39.5,61
福州大学,Fuzhou University,一流学科 211,理工,福建,39.4,62
北京外国语大学,Beijing Foreign Studies University,一流学科 211,语言,北京,39.3,63
北京语言大学,Beijing Language and Culture University,,语言,北京,39.3,63
中国地质大学（武汉）,China University of Geosciences (Wuhan),一流学科 211,理工,湖北,39.3,63
西南交通大学,Southwest Jiaotong University,一流学科 211,理工,四川,39.2,66
华中农业大学,Huazhong Agricultural University,一流学科 211,农业,湖北,39.1,67
中国海洋大学,Ocean University of China,一流大学A类 985 211,综合,山东,39.1,67
南京农业大学,Nanjing Agricultural University,一流学科 211,农业,江苏,39.0,69
上海外国语大学,Shanghai International Studies University,一流学科 211,语言,上海,38.8,70
中国矿业大学,China University of Mining and Technology - Xuzhou,一流学科 211,理工,江苏,38.6,71
中国地质大学（北京）,China University of Geosciences (Beijing),一流学科 211,理工,北京,38.5,72
东北财经大学,Dongbei University of Finance and Economics,,财经,辽宁,38.2,73
西南财经大学,Southwestern University of Finance and Economics,一流学科 211,财经,四川,38.2,73
西南大学,Southwest University,一流学科 211,综合,重庆,38.2,73
东北师范大学,Northeast Normal University,一流学科 211,师范,吉林,38.1,76
南京邮电大学,Nanjing University of Posts and Telecommunications,一流学科,理工,江苏,38.1,76
中国政法大学,China University of Political Science and Law,一流学科 211,政法,北京,38.1,76
河海大学,Hohai University,一流学科 211,理工,江苏,38.0,79
南京信息工程大学,Nanjing University of Information Science & Technology,一流学科,理工,江苏,37.9,80
西北农林科技大学,Northwest A&F University,一流大学B类 985 211,农业,陕西,37.8,81
中国石油大学（华东）,China University of Petroleum (Huadong),一流学科 211,理工,山东,37.4,82
合肥工业大学,Hefei University of Technology,一流学科 211,理工,安徽,37.3,83
陕西师范大学,Shaanxi Normal University,一流学科 211,师范,陕西,37.2,84
华南师范大学,South China Normal University,一流学科 211,师范,广东,37.1,85
江苏大学,Jiangsu University,,综合,江苏,37.1,85
南京工业大学,Nanjing Tech University,,理工,江苏,37.0,87
中国石油大学（北京）,China University of Petroleum - Beijing,一流学科 211,理工,北京,37.0,87
西北大学,Northwest University,一流学科 211,综合,陕西,36.9,89
浙江工业大学,Zhejiang University of Technology,,理工,浙江,36.9,89
北京林业大学,Beijing Forestry University,一流学科 211,林业,北京,36.8,91
湖南师范大学,Hunan Normal University,一流学科 211,师范,湖南,36.8,91
浙江师范大学,Zhejiang Normal University,,师范,浙江,36.8,91
首都师范大学,Capital Normal University,一流学科,师范,北京,36.4,94
汕头大学,Shantou University,,综合,广东,36.3,95
中国传媒大学,Communication University of China,一流学科 211,语言,北京,36.2,96
杭州电子科技大学,Hangzhou Dianzi University,,理工,浙江,36.1,97
扬州大学,Yangzhou University,,综合,江苏,36.0,98
安徽大学,Anhui University,一流学科 211,综合,安徽,35.9,99
华侨大学,Huaqiao University,,综合,福建,35.7,100
宁波大学,Ningbo University,一流学科,综合,浙江,35.4,101
首都经济贸易大学,Capital University of Economics & Business,,财经,北京,35.4,101
西交利物浦大学,Xi'an Jiaotong-Liverpool University,,综合,江苏,35.4,101
燕山大学,Yanshan University,,理工,河北,35.3,104
湖北大学,Hubei University,,综合,湖北,35.2,105
长安大学,Chang'an University,一流学科 211,理工,陕西,35.1,106
上海理工大学,University of Shanghai for Science and Technology,,理工,上海,35.1,106
大连海事大学,Dalian Maritime University,一流学科 211,理工,辽宁,35.0,108
广东外语外贸大学,Guangdong University of Foreign Studies,,语言,广东,35.0,108
太原理工大学,Taiyuan University of Technology,一流学科 211,理工,山西,35.0,108
广东工业大学,Guangdong University of Technology,,理工,广东,34.8,111
南京财经大学,Nanjing University of Finance & Economics,,财经,江苏,34.8,111
浙江理工大学,Zhejiang Sci-Tech University,,理工,浙江,34.8,111
河北工业大学,Hebei University of Technology,一流学科 211,理工,天津,34.7,114
华东政法大学,East China University of Political Science and Law,,政法,上海,34.6,115
湘潭大学,Xiangtan University,,综合,湖南,34.6,115
浙江财经大学,Zhejiang University of Finance and Economics,,财经,浙江,34.6,115
中国矿业大学（北京）,China University of Mining and Technology - Beijing,一流学科 211,理工,北京,34.6,115
青岛大学,Qingdao University,,综合,山东,34.5,119
上海师范大学,Shanghai Normal University,,师范,上海,34.2,120
南京审计大学,Nanjing Audit University,,财经,江苏,34.1,121
华南农业大学,South China Agricultural University,,农业,广东,34.0,122
江西财经大学,Jiangxi University of Finance & Economics,,财经,江西,33.9,123
辽宁大学,Liaoning University,一流学科 211,综合,辽宁,33.9,123
中央民族大学,Minzu University of China,一流大学A类 985 211,民族,北京,33.9,123
武汉工程大学,Wuhan Institute of Technology,,理工,湖北,33.8,126
郑州大学,Zhengzhou University,一流大学B类 211,综合,河南,33.8,126
杭州师范大学,Hangzhou Normal University,,师范,浙江,33.6,128
上海对外经贸大学,Shanghai University of International Business and Economics,,财经,上海,33.6,128
上海海事大学,Shanghai Maritime University,,理工,上海,33.4,130
山东师范大学,Shandong Normal University,,师范,山东,33.3,131
武汉科技大学,Wuhan University of Science and Technology,,理工,湖北,33.3,131
北京第二外国语学院,Beijing International Studies University,,语言,北京,33.2,133
广西大学,Guangxi University,一流学科 211,综合,广西,33.2,133
云南大学,Yunnan University,一流大学B类 211,综合,云南,33.2,133
浙江工商大学,Zhejiang Gongshang University,,财经,浙江,33.2,133
山西大学,Shanxi University,,综合,山西,33.1,137
东北农业大学,Northeast Agricultural University - China,一流学科 211,农业,黑龙江,33.0,138
广州大学,Guangzhou University,,综合,广东,32.7,139
黑龙江大学,Heilongjiang University,,综合,黑龙江,32.7,139
南昌大学,Nanchang University,一流学科 211,综合,江西,32.7,139
天津财经大学,Tianjin University of Finance & Economics,,财经,天津,32.7,139
东北林业大学,Northeast Forestry University - China,一流学科 211,林业,黑龙江,32.5,143
河南大学,Henan University,一流学科,综合,河南,32.5,143
河北大学,Hebei University,,综合,河北,32.4,145
江苏师范大学,Jiangsu Normal University,,师范,江苏,32.3,146
济南大学,University of Jinan,,综合,山东,32.0,147
山东财经大学,Shandong University of Finance and Economics,,财经,山东,32.0,147
山东科技大学,Shandong University of Science and Technology,,理工,山东,31.9,149
长沙理工大学,Changsha University of Science and Technology,,理工,湖南,31.7,150
西南政法大学,Southwest University of Political Science and Law,,政法,重庆,31.4,151
渤海大学,Bohai University,,综合,辽宁,31.3,152
重庆工商大学,Chongqing Technology and Business University,,财经,重庆,31.3,152
福建师范大学,Fujian Normal University,,师范,福建,31.3,152
天津师范大学,Tianjin Normal University,,师范,天津,31.3,152
曲阜师范大学,Qufu Normal University,,师范,山东,31.2,156
三峡大学,China Three Gorges University,,综合,湖北,31.2,156
北京工商大学,Beijing Technology and Business University,,财经,北京,31.1,158
西安理工大学,Xi'an University of Technology,,理工,陕西,31.1,158
浙江农林大学,Zhejiang A&F University,,林业,浙江,31.1,158
广西师范大学,Guangxi Normal University,,师范,广西,31.0,161
温州大学,Wenzhou University,,综合,浙江,31.0,161
湖北工业大学,Hubei University of Technology,,理工,湖北,30.9,163
四川农业大学,Sichuan Agricultural University,一流学科 211,农业,四川,30.9,163
重庆邮电大学,Chongqing University of Posts and Telecommunications,,理工,重庆,30.8,165
河北师范大学,Hebei Normal University,,师范,河北,30.8,165
河南师范大学,Henan Normal University,,师范,河南,30.8,165
北京体育大学,Beijing Sport University,一流学科 211,体育,北京,30.7,168
常州大学,Changzhou University,,理工,江苏,30.7,168
天津工业大学,Tiangong University,一流学科,理工,天津,30.7,168
石家庄铁道大学,Shijiazhuang Tiedao University,,理工,河北,30.6,171
中国计量大学,China Jiliang University,,理工,浙江,30.4,172
海南大学,Hainan University,一流学科 211,综合,海南,30.3,173
江苏科技大学,Jiangsu University of Science and Technology,,理工,江苏,30.3,173
安徽财经大学,Anhui University of Finance and Economics,,财经,安徽,30.2,175
北京建筑大学,Beijing University of Civil Engineering and Architecture,,理工,北京,30.2,175
中南民族大学,South Central University For Nationalities,,民族,湖北,30.2,175
安徽工业大学,Anhui University of Technology,,理工,安徽,30.1,178
北京物资学院,Beijing Wuzi University,,财经,北京,30.1,178
南通大学,Nantong University,,综合,江苏,30.1,178
内蒙古大学,Inner Mongolia University,一流学科 211,综合,内蒙古,30.1,178
中国人民公安大学,People's Public Security University of China,一流学科,政法,北京,30.1,178
青岛科技大学,Qingdao University of Science and Technology,,理工,山东,30.0,183
西南石油大学,Southwest Petroleum University,一流学科,理工,四川,30.0,183
武汉纺织大学,Wuhan Textile University,,理工,湖北,29.9,185
中国民航大学,Civil Aviation University of China,,理工,天津,29.9,185
华北理工大学,North China University of Science and Technology,,综合,河北,29.8,187
南京林业大学,Nanjing Forestry University,一流学科,林业,江苏,29.8,187
西安建筑科技大学,Xi'an University of Architecture and Technology,,理工,陕西,29.8,187
北方工业大学,North China University of Technology,,理工,北京,29.7,190
河北科技大学,Hebei University of Science and Technology,,理工,河北,29.7,190
上海电力大学,Shanghai University of Electric Power,,理工,上海,29.7,190
安徽师范大学,Anhui Normal University,,师范,安徽,29.6,193
哈尔滨师范大学,Harbin Normal University,,师范,黑龙江,29.6,193
湖南农业大学,Hunan Agricultural University,,农业,湖南,29.6,193
上海海洋大学,Shanghai Ocean University,一流学科,农业,上海,29.6,193
上海立信会计金融学院,Shanghai Lixin University of Accounting and Finance,,财经,上海,29.6,193
四川师范大学,Sichuan Normal University,,师范,四川,29.6,193
辽宁工业大学,Liaoning University of Technology,,理工,辽宁,29.5,199
沈阳航空航天大学,Shenyang Aerospace University,,理工,辽宁,29.4,200
湖南工业大学,Hunan University of Technology,,理工,湖南,29.3,201
江西师范大学,Jiangxi Normal University,,师范,江西,29.2,202
西华师范大学,China West Normal University,,师范,四川,29.2,202
福建农林大学,Fujian Agriculture and Forestry University,,农业,福建,29.1,204
天津理工大学,Tianjin University of Technology,,理工,天津,29.1,204
安徽农业大学,Anhui Agricultural University,,农业,安徽,29.0,206
兰州交通大学,Lanzhou Jiaotong University,,理工,甘肃,29.0,206
陕西科技大学,Shaanxi University of Science and Technology,,理工,陕西,29.0,206
集美大学,Jimei University,,综合,福建,28.9,209
长春理工大学,Changchun University of Science and Technology,,理工,吉林,28.8,210
重庆交通大学,Chongqing Jiaotong University,,理工,重庆,28.8,210
中南林业科技大学,Central South University of Forestry & Technology,,林业,湖南,28.8,210
重庆师范大学,Chongqing Normal University,,师范,重庆,28.7,213
湖南科技大学,Hunan University of Science and Technology,,综合,湖南,28.7,213
江汉大学,Jianghan University,,综合,湖北,28.7,213
成都理工大学,Chengdu University of Technology,一流学科,理工,四川,28.6,216
河南理工大学,Henan Polytechnic University,,理工,河南,28.6,216
辽宁师范大学,Liaoning Normal University,,师范,辽宁,28.6,216
南华大学,University of South China,,综合,湖南,28.5,219
长江大学,Yangtze University,,综合,湖北,28.4,220
重庆理工大学,Chongqing University of Technology,,理工,重庆,28.4,220
武汉轻工大学,Wuhan Polytechnic University,,理工,湖北,28.4,220
云南师范大学,Yunnan Normal University,,师范,云南,28.4,220
闽南师范大学,Minnan Normal University,,师范,福建,28.3,224
山西财经大学,Shanxi University of Finance and Economics,,财经,山西,28.3,224
河南工业大学,Henan University of Technology,,理工,河南,28.2,226
湖州师范学院,Huzhou University,,师范,浙江,28.2,226
西安邮电大学,Xi'an University of Posts and Telecommunications,,理工,陕西,28.2,226
广西民族大学,Guangxi University for Nationalities,,民族,广西,28.1,229
湖北经济学院,Hubei University of Economics,,财经,湖北,28.1,229
山西师范大学,Shanxi Normal University,,师范,山西,28.1,229
苏州科技大学,Suzhou University of Science and Technology,,理工,江苏,28.1,229
天津科技大学,Tianjin University of Science and Technology,,理工,天津,28.1,229
湖北第二师范学院,Hubei University of Education,,师范,湖北,28.0,234
吉林师范大学,Jilin Normal University,,师范,吉林,28.0,234
郑州师范学院,Zhengzhou Normal University,,师范,河南,28.0,234
哈尔滨理工大学,Harbin University of Science and Technology,,理工,黑龙江,27.9,237
河北农业大学,Hebei Agricultural University,,农业,河北,27.9,237
吉首大学,Jishou University,,综合,湖南,27.9,237
北京信息科技大学,Beijing Information Science & Technology University,,理工,北京,27.8,240
西北师范大学,Northwest Normal University China,,师范,甘肃,27.8,240
浙江外国语学院,Zhejiang International Studies University,,语言,浙江,27.8,240
中北大学,North University of China,,理工,山西,27.8,240
贵州大学,Guizhou University,一流学科 211,综合,贵州,27.7,244
湖南工商大学,Hunan University of Commerce,,财经,湖南,27.7,244
河南财经政法大学,Henan University of Economics and Law,,财经,河南,27.6,246
淮北师范大学,Huaibei Normal University,,师范,安徽,27.6,246
沈阳农业大学,Shenyang Agricultural University,,农业,辽宁,27.6,246
浙江海洋大学,Zhejiang Ocean University,,农业,浙江,27.6,246
东莞理工学院,Dongguan University of Technology,,理工,广东,27.5,250
湖北师范大学,Hubei Normal University,,师范,湖北,27.5,250
昆明理工大学,Kunming University of Science and Technology,,理工,云南,27.5,250
西南民族大学,Southwest Minzu University,,民族,四川,27.5,250
上海第二工业大学,Shanghai Second Polytechnic University,,理工,上海,27.4,254
上海应用技术大学,Shanghai Institute of Technology,,理工,上海,27.4,254
绍兴文理学院,Shaoxing University,,师范,浙江,27.3,256
东北电力大学,Northeast Electric Power University,,理工,吉林,27.2,257
桂林电子科技大学,Guilin University of Electronic Technology,,理工,广西,27.2,257
浙江传媒学院,Communication University of Zhejiang,,语言,浙江,27.2,257
河北经贸大学,Hebei University of Economics and Business,,财经,河北,27.1,260
河南农业大学,Henan Agricultural University,,农业,河南,27.1,260
东北石油大学,Northeast Petroleum University,,理工,黑龙江,27.0,262
石河子大学,Shihezi University,一流学科 211,综合,新疆,27.0,262
兰州理工大学,Lanzhou University of Technology,,理工,甘肃,26.9,264
广西财经学院,Guangxi University of Finance and Economics,,财经,广西,26.8,265
西安工业大学,Xi'an Technological University,,理工,陕西,26.8,265
浙江科技学院,Zhejiang University of Science and Technology,,理工,浙江,26.8,265
安徽理工大学,Anhui University of Science and Technology,,理工,安徽,26.7,268
大连民族大学,Dalian Minzu University,,民族,辽宁,26.7,268
新疆大学,Xinjiang University,一流大学B类 211,综合,新疆,26.7,268
延边大学,Yanbian University,一流学科 211,综合,吉林,26.7,268
烟台大学,Yantai University,,综合,山东,26.7,268
长沙学院,Changsha University,,理工,湖南,26.6,273
大连交通大学,Dalian Jiaotong University,,理工,辽宁,26.6,273
吉林财经大学,Jilin University of Finance and Economics,,财经,吉林,26.5,275
青岛理工大学,Qingdao University of Technology,,理工,山东,26.5,275
上海工程技术大学,Shanghai University of Engineering Science,,理工,上海,26.5,275
西安科技大学,Xi'an University of Science and Technology,,理工,陕西,26.5,275
长春工业大学,Changchun University of Technology,,理工,吉林,26.4,279
桂林理工大学,Guilin University of Technology,,理工,广西,26.4,279
河南科技大学,Henan University of Science and Technology,,理工,河南,26.4,279
淮阴师范学院,Huaiyin Normal University,,师范,江苏,26.4,279
西南科技大学,Southwest University of Science and Technology,,理工,四川,26.4,279
佛山科学技术学院,Foshan University,,综合,广东,26.3,284
南京工程学院,Nanjing Institute of Technology,,理工,江苏,26.3,284
宁夏大学,Ningxia University,一流学科 211,综合,宁夏,26.3,284
广东技术师范大学,Guangdong Polytechnic Normal University,,师范,广东,26.2,287
河北工程大学,Hebei University of Engineering,,理工,河北,26.2,287
黄冈师范学院,Huanggang Normal University,,师范,湖北,26.2,287
南京晓庄学院,Nanjing XiaoZhuang University,,师范,江苏,26.2,287
沈阳建筑大学,Shenyang Jianzhu University,,理工,辽宁,26.2,287
西安工程大学,Xi'an Polytechnic University,,理工,陕西,26.2,287
大连大学,Dalian University,,综合,辽宁,26.1,293
大理大学,Dali University,,综合,云南,26.1,293
华东交通大学,East China Jiaotong University,,理工,江西,25.9,295
湖北民族大学,Hubei Minzu University,,民族,湖北,25.9,295
嘉兴学院,Jiaxing University,,综合,浙江,25.9,295
闽江学院,Minjiang University,,理工,福建,25.9,295
青海大学,Qinghai University,一流学科 211,综合,青海,25.9,295
大连工业大学,Dalian Polytechnic University,,理工,辽宁,25.8,300
河北地质大学,Hebei GEO University,,财经,河北,25.8,300
天津商业大学,Tianjin University of Commerce,,财经,天津,25.8,300
玉林师范学院,Yulin Normal University,,师范,广西,25.8,300
中国人民警察大学,Chinese People's Armed Police Force Academy,,政法,河北,25.8,300
北京印刷学院,Beijing Institute of Graphic Communication,,理工,北京,25.7,305
广东金融学院,Guangdong University of Finance,,财经,广东,25.7,305
南宁师范大学,Guangxi Teachers Education University,,师范,广西,25.7,305
沈阳师范大学,Shenyang Normal University,,师范,辽宁,25.7,305
厦门理工学院,Xiamen University of Technology,,理工,福建,25.7,305
成都信息工程大学,Chengdu University of Information Technology,,理工,四川,25.5,310
沈阳工业大学,Shenyang University of Technology,,理工,辽宁,25.5,310
云南财经大学,Yunnan University of Finance and Economics,,财经,云南,25.5,310
安徽建筑大学,Anhui jianzhu University,,理工,安徽,25.4,313
哈尔滨商业大学,Harbin University of Commerce,,财经,黑龙江,25.4,313
黑龙江工程学院,Heilongjiang Institute of Technology,,理工,黑龙江,25.4,313
湖北工程学院,Hubei Engineering University,,综合,湖北,25.4,313
江苏理工学院,Jiangsu University of Technology,,理工,江苏,25.4,313
郑州轻工业大学,Zhengzhou University of Light Industry,,理工,河南,25.4,313
长春师范大学,Changchun Normal University,,师范,吉林,25.3,319
湖南第一师范学院,Hunan First Normal University,,师范,湖南,25.3,319
吉林农业大学,Jilin Agricultural University,,农业,吉林,25.3,319
太原科技大学,Taiyuan University of Science and Technology,,理工,山西,25.3,319
太原师范学院,Taiyuan Normal University,,师范,山西,25.3,319
常熟理工学院,Changshu Institute of Technology,,理工,江苏,25.2,324
广东石油化工学院,Guangdong University of Petrochemical Technology,,综合,广东,25.2,324
海南师范大学,Hainan Normal University,,师范,海南,25.2,324
华北水利水电大学,North China University of Water Resources and Electric Power,,理工,河南,25.2,324
宁波工程学院,Ningbo University of Technology,,理工,浙江,25.2,324
西安石油大学,Xi'an Shiyou University,,理工,陕西,25.2,324
西华大学,Xihua University,,综合,四川,25.2,324
河北科技师范学院,Hebei Normal University of Science and Technology,,师范,河北,25.1,331
湖南城市学院,Hunan City University,,综合,湖南,25.1,331
内蒙古工业大学,Inner Mongolia University of Technology,,理工,内蒙古,25.1,331
山东农业大学,Shandong Agricultural University,,农业,山东,25.1,331
延安大学,Yan'an University,,综合,陕西,25.1,331
大连海洋大学,Dalian Ocean University,,农业,辽宁,25.0,336
广东第二师范学院,Guangdong University of Education,,师范,广东,25.0,336
河北北方学院,Hebei North University,,综合,河北,25.0,336
五邑大学,Wuyi University,,综合,广东,25.0,336
西安财经大学,Xi'an University of Finance and Economics,,财经,陕西,25.0,336
重庆文理学院,Chongqing University of Arts and Science,,综合,重庆,24.9,341
贵州师范学院,Guizhou Normal College,,师范,贵州,24.9,341
宝鸡文理学院,Baoji University of Arts and Sciences,,师范,陕西,24.8,343
南昌航空大学,Nanchang Hangkong University,,理工,江西,24.8,343
山西大同大学,Shanxi Datong University,,综合,山西,24.8,343
山西农业大学,Shanxi Agricultural University,,农业,山西,24.8,343
信阳师范学院,Xinyang Normal University,,师范,河南,24.8,343
广东海洋大学,Guangdong Ocean University,,农业,广东,24.7,348
湖南工程学院,Hunan Institute of Engineering,,理工,湖南,24.6,349
山东理工大学,Shandong University of Technology,,理工,山东,24.5,350
北华航天工业学院,North China Institute of Aerospace Engineering,,理工,河北,24.4,351
湖北汽车工业学院,Hubei University of Automotive Technology,,理工,湖北,24.4,351
湖南理工学院,Hunan Institute of Science and Technology,,理工,湖南,24.4,351
浙江大学城市学院,Zhejiang University City College,,综合,浙江,24.4,351
聊城大学,Liaocheng University,,综合,山东,24.3,355
中国民用航空飞行学院,Civil Aviation Flight University of China,,理工,四川,24.3,355
安徽工程大学,Anhui Polytechnic University,,理工,安徽,24.2,357
北华大学,Beihua University,,综合,吉林,24.2,357
辽宁工程技术大学,Liaoning Technical University,,理工,辽宁,24.2,357
南阳师范学院,Nanyang Normal University,,师范,河南,24.2,357
盐城师范学院,Yancheng Teachers University,,师范,江苏,24.2,357
成都大学,Chengdu University,,综合,四川,24.1,362
福建工程学院,Fujian University of Technology,,理工,福建,24.1,362
陕西理工大学,Shaanxi University of Technology,,理工,陕西,24.1,362
兰州城市学院,Lanzhou City University,,综合,甘肃,24.0,365
鲁东大学,Ludong University,,综合,山东,24.0,365
武汉体育学院,Wuhan Sports University,,体育,湖北,24.0,365
徐州工程学院,Xuzhou Institute of Technology,,理工,江苏,24.0,365
黑龙江科技大学,Heilongjiang University of Science and Technology,,理工,黑龙江,23.9,369
湖北科技学院,Hubei University of Science and Technology,,综合,湖北,23.9,369
湖北文理学院,Hubei University of Arts and Science,,综合,湖北,23.9,369
北京联合大学,Beijing Union University,,综合,北京,23.8,372
江苏第二师范学院,Jiangsu Second Normal University,,师范,江苏,23.8,372
江西科技师范大学,Jiangxi Science and Technology Normal University,,师范,江西,23.8,372
江西理工大学,Jiangxi University of Science and Technology,,理工,江西,23.8,372
齐齐哈尔大学,Qiqihar University,,综合,黑龙江,23.8,372
韶关学院,Shaoguan University,,综合,广东,23.8,372
西安文理学院,Xi'an University,,综合,陕西,23.8,372
长春大学,Changchun University,,综合,吉林,23.7,379
洛阳理工学院,Luoyang Institute of Science and Technology,,理工,河南,23.7,379
山东建筑大学,Shandong Jianzhu University,,理工,山东,23.7,379
沈阳理工大学,Shenyang Ligong University,,理工,辽宁,23.6,382
盐城工学院,Yancheng Institute of Technology,,理工,江苏,23.6,382
北京农学院,Beijing University of Agriculture,,农业,北京,23.5,384
河南科技学院,Henan Institute of Science and Technology,,师范,河南,23.5,384
洛阳师范学院,Luoyang Normal University,,师范,河南,23.5,384
内江师范学院,Neijiang Normal University,,师范,四川,23.5,384
沈阳化工大学,Shenyang University of Chemical Technology,,理工,辽宁,23.5,384
忻州师范学院,Xinzhou Teachers University,,师范,山西,23.5,384
运城学院,Yuncheng University,,综合,山西,23.5,384
甘肃农业大学,Gansu Agricultural University,,农业,甘肃,23.4,391
广东财经大学,Guangdong University of Finance and Economics,,财经,广东,23.4,391
湖南财政经济学院,Hunan University of Finance and Economics,,财经,湖南,23.4,391
湖南文理学院,Hunan University of Arts and Science,,综合,湖南,23.4,391
金陵科技学院,Jinling Institute of Technology,,理工,江苏,23.4,391
岭南师范学院,LingNan Normal University,,师范,广东,23.4,391
内蒙古农业大学,Inner Mongolia Agricultural University,,农业,内蒙古,23.4,391
齐鲁工业大学,Qilu University of Technology,,理工,山东,23.4,391
上海电机学院,Shanghai Dianji University,,理工,上海,23.4,391
上海体育学院,Shanghai University of Sport,一流学科,体育,上海,23.4,391
辽宁科技大学,University of Science and Technology Liaoning,,理工,辽宁,23.3,401
青岛农业大学,Qingdao Agricultural University,,农业,山东,23.3,401
新疆师范大学,Xinjiang Normal University,,师范,新疆,23.3,401
仲恺农业工程学院,Zhongkai University of Agriculture and Engineering,,农业,广东,23.3,401
安康学院,Ankang University,,综合,陕西,23.2,405
赣南师范大学,GanNan Normal University,,师范,江西,23.2,405
江苏海洋大学,Huaihai Institute of Technology,,理工,江苏,23.2,405
临沂大学,Linyi University,,综合,山东,23.2,405
泉州师范学院,Quanzhou Normal University,,师范,福建,23.2,405
