id,content,nick,score,startTime
1125059871,"虽然已经看了很多遍预告但是正片果然要好看刺激很多，也有很多意料之外的点，全程都高度专注，但也不乏搞笑到椅子抖动的时刻，整个看的过程时而紧张时而轻松，总而言之非常享受。
首先片中的父女之爱真的非常感人，父亲为了女儿要杀人的矛盾纠结诠释的非常到位，中间有几次也忍不住流下眼泪，亲情基调真的很难让人不动容。
虽然屠灵抽烟打架，但她真的是个好女孩。对于父母的执念是屠灵最大的弱点，也是她转变的重要原因。屠灵也是真的很能打，身边的人都在说好酷，身姿真的帅到我了，但同时看到我幂被踹的表情也很心疼，看过花絮的都知道这场戏很不容易，为我们敬业的杨幂点赞。
大年初一，刺杀小说家，只要相信，就能实现！",辰沫,10,1614478080000
1125060430,"真想不明白这个电影为什么能有8点几的平分…
都要看睡着了",武丶术,6,1614477960000
1125056399,春节档看了三部电影，李焕英，唐探3和刺杀小说家。无论从情节紧凑度还是电影艺术来看，刺杀小说家都是最好看的。当然，一部春节商业片，也不能拔高到太高的艺术层面，但确实好过另外两部。董子健的演技很好。喜欢那句“你要刺杀的，那是一个不得志的人啊”,pvK429510701,8,1614477900000
1125052921,好看 大幂幂太好看了,一堆赘肉1,10,1614477900000
1125052911,一般吧，看不懂只能看下特效。,Yyyjm丶,8,1614477840000
1125052907,无厘头，看不懂,新闻联播快讯,5,1614477840000
1125056372,故事情节还算连贯，但是逻辑和细节都有一些让人觉得不合适的地方，很多的逻辑并不连贯，特效虽然说网上吹的很大，但是并没有让人眼前一亮的感觉，只能说中规中矩，不突出，雷佳音演技在线，其他人就只能说一般般。总的来说看了网上来支持，倒也不是特别推荐,lzy44024249,7,1614477660000
1125058387,超厉害，超赞的特效和剧情，好评,nPX870384021,10,1614477660000
1125060353,太好看啦！简直长到了双子座的观赏点上！大年初一看的李焕英 直到十六才看的小说家  真是后悔没早点看  之前看预告没怎么看明白  但是正真看的时候 眼睛不能离开一阵  现实和小说来回切换 小说的细节特效 今年最喜欢的之一啊   性格跳跳脱脱的 脑洞大开的人建议去看哦！不要错过,Mr.Q1995,10,1614477660000
1125025577,好看，特效不错,lihongjian266,10,1614477540000
